"doi","all_links"
"10.3389/feduc.2024.1347749","https://osf.io/fx4bm"
"10.3389/feduc.2024.1494445",""
"",""
"10.3389/feduc.2024.1417900",""
"10.3389/feduc.2024.1499193",""
"10.3389/feduc.2024.1400595",""
"",""
"10.3389/feduc.2024.1524295",""
"10.3389/feduc.2024.1456685",""
"10.3389/feduc.2024.1473820",""
"10.3389/feduc.2024.1380942",""
"",""
"10.3389/feduc.2024.1512536",""
"",""
"10.1080/10409289.2013.817030",""
"10.3389/feduc.2024.1465824",""
"10.3389/feduc.2024.1477879",""
"",""
"10.3389/feduc.2024.1400960",""
"10.3389/feduc.2024.1505020",""
"",""
"10.3389/feduc.2024.1511605",""
"",""
"10.3389/feduc.2024.1496137",""
"",""
"10.3389/feduc.2024.1405481",""
"10.3389/feduc.2024.1471138",""
"10.3389/feduc.2024.1455173","https://github.com/dbxmcf/wu_sizegap.git; https://com/wuxu26"
"",""
"10.3389/feduc.2024.1468747",""
"",""
"10.3389/feduc.2024.1493686",""
"10.3389/feduc.2024.1504257",""
"10.3389/feduc.2024.1502396",""
"10.3389/feduc.2024.1464350",""
"",""
"10.3389/feduc.2024.1519327",""
"",""
"10.3389/feduc.2024.1441481",""
"10.3389/feduc.2024.1504877","https://osf.io/j6rfg/? view_only=a4bfbf7483a74b90a4650c43a1c8c135"
"10.3389/feduc.2024.1476443",""
"10.3389/feduc.2024.1458216",""
"10.3389/feduc.2024.1471702",""
"10.3389/feduc.2024.1498422",""
"10.3389/feduc.2024.1485540",""
"10.3389/feduc.2024.1379885",""
"10.3389/feduc.2024.1473489",""
"10.3389/feduc.2024.1437673",""
"10.3389/feduc.2024.1502449",""
"",""
"",""
"",""
"10.3389/feduc.2024.1447127",""
"10.3389/feduc.2024.1477841","https://osf.io/w2zds"
"10.3389/feduc.2024.1452470",""
"10.3389/feduc.2024.1485425",""
"10.3389/feduc.2024.1457642",""
"",""
"10.3389/feduc.2024.1293889",""
"10.3389/feduc.2024.1493495",""
"10.3389/feduc.2024.1493313",""
"10.3389/feduc.2024.1491387",""
"10.3389/feduc.2024.1475876",""
"10.3389/feduc.2024.1501191",""
"",""
"10.3389/feduc.2024.1430882",""
"",""
"10.3389/feduc.2024.1421479",""
"",""
"10.3389/feduc.2024.1384130",""
"10.3389/feduc.2024.1456388",""
"10.3389/feduc.2024.1434362",""
"10.3389/feduc.2024.1456255",""
"10.3389/feduc.2024.1390892",""
"10.3389/feduc.2024.1484849",""
"10.3389/feduc.2024.1518075",""
"10.3389/feduc.2024.1403755",""
"10.3389/feduc.2024.1410069",""
"10.3389/feduc.2024.1470209",""
"",""
"10.3389/feduc.2024.1489820",""
"10.3389/feduc.2024.1452296",""
"10.3389/feduc.2024.1437937",""
"10.3389/feduc.2024.1452475",""
"10.3389/feduc.2024.1413657",""
"10.3389/feduc.2024.1471518",""
"10.3389/feduc.2024.1524636",""
"10.3389/feduc.2024.1492289",""
"10.3389/feduc.2024.1494464",""
"10.3389/feduc.2024.1452641",""
"10.3389/feduc.2024.1447440",""
"10.3389/feduc.2024.1395265",""
"",""
"","https://github.com/imagine-uniandes/metaverseresearchdata"
"10.3389/feduc.2024.1416152",""
"10.3389/feduc.2024.1450095",""
"10.3389/feduc.2024.1431661",""
"",""
"10.3389/feduc.2024.1424359",""
"10.3389/feduc.2024.1472517",""
"",""
"10.3389/feduc.2024.1494431","https://github.com/yeatmanlab/roar-sre-public"
"10.3389/feduc.2024.1448371",""
"10.3389/feduc.2024.1441739",""
"",""
"10.3389/feduc.2024.1488662",""
"10.3389/feduc.2024.1480690",""
"10.3389/feduc.2024.1520947",""
"10.3389/feduc.2024.1508119",""
"10.3389/feduc.2024.1457744",""
"10.3389/feduc.2024.1434494",""
"10.3389/feduc.2024.1476997",""
"10.3389/feduc.2024.1485356",""
"10.3389/feduc.2024.1456759",""
"10.3389/feduc.2024.1477102",""
"10.3389/feduc.2024.1485260",""
"10.3389/feduc.2024.1306016",""
"10.3389/feduc.2024.1480908",""
"",""
"10.3389/feduc.2024.1479729",""
"10.3389/feduc.2024.1307903",""
"10.3389/feduc.2024.1445182",""
"10.3389/feduc.2024.1473941",""
"10.3389/feduc.2024.1501638",""
"10.3389/feduc.2024.1486199",""
"10.3389/feduc.2024.1480833",""
"10.3389/feduc.2024.1457546",""
"10.3389/feduc.2024.1496242",""
"10.3389/feduc.2024.1483034",""
"10.3389/feduc.2024.1495043",""
"10.3389/feduc.2024.1443937",""
"10.3389/feduc.2024.1407416",""
"10.3389/feduc.2024.1293742",""
"10.3389/feduc.2024.1480946",""
"",""
"10.3389/feduc.2024.1470565",""
"10.3389/feduc.2024.1401388",""
"",""
"",""
"10.3389/feduc.2024.1388044",""
"10.3389/feduc.2024.1501899",""
"10.3389/feduc.2024.1439014","https://osf.io/afjb2; https://osf.io/qpcx8; https://osf.io/nkmuw; https://osf.io/37fh5; https://osf.io/6rvwx; https://osf.io/wvjxs; https://osf.io/y49er"
"10.3389/feduc.2024.1501126",""
"",""
"10.3389/feduc.2024.1410628",""
"10.3389/feduc.2024.1366434",""
"10.3389/feduc.2024.1456031",""
"",""
"10.3389/feduc.2024.1457504",""
"10.3389/feduc.2024.1473766",""
"10.3389/feduc.2024.1474370",""
"10.3389/feduc.2024.1476709",""
"10.3389/feduc.2024.1438355",""
"10.3389/feduc.2024.1435530",""
"10.3389/feduc.2024.1465809",""
"10.3389/feduc.2024.1386317",""
"10.3389/feduc.2024.1390491",""
"",""
"10.3389/feduc.2024.1501354",""
"10.3389/feduc.2024.1453327",""
"10.3389/feduc.2024.1476500",""
"10.3389/feduc.2024.1455387",""
"10.3389/feduc.2024.1440760",""
"10.3389/feduc.2024.1430959",""
"10.3389/feduc.2024.1438280",""
"10.3389/feduc.2024.1474572",""
"10.3389/feduc.2024.1457938",""
"",""
"",""
"10.3389/feduc.2024.1485491",""
"10.3389/feduc.2024.1433021",""
"10.3389/feduc.2024.1490067",""
"10.3389/feduc.2024.1408896",""
"",""
"10.3389/feduc.2024.1397936","https://osf.io/3tupf"
"",""
"10.3389/feduc.2024.1397043",""
"10.3389/feduc.2024.1465207",""
"10.3389/feduc.2024.1464424",""
"10.3389/feduc.2024.1383297",""
"10.3389/feduc.2024.1451597",""
"10.3389/feduc.2024.1423158",""
"10.3389/feduc.2024.1308771",""
"",""
"10.3389/feduc.2024.1407571",""
"",""
"10.3389/feduc.2024.1362211",""
"10.1109/cscwd54268.2022.9776023",""
"10.3389/feduc.2024.1425464",""
"10.3389/feduc.2024.1393711",""
"10.3389/feduc.2024.1459303",""
"10.3389/feduc.2024.1447784",""
"10.3389/feduc.2024.1483003",""
"10.3389/feduc.2024.1475944",""
"10.3389/feduc.2024.1473649",""
"10.3389/feduc.2024.1445865",""
"10.3389/feduc.2024.1428690",""
"10.3389/feduc.2024.1473967","https://osf.io/det57/? view_only=5812d7bf7893429b99fb8db53c5952f6; https://osf.io/rzpek/? view_only=99f1cdabd6114e0e9317e404315a528f"
"10.3389/feduc.2024.1464387",""
"10.3389/feduc.2024.1425189",""
"",""
"10.3389/feduc.2024.1439104",""
"10.3389/feduc.2024.1358429",""
"10.3389/feduc.2024.1464741",""
"10.3389/feduc.2024.1479735",""
"10.3389/feduc.2024.1303320",""
"10.3389/feduc.2024.1472721",""
"10.3389/feduc.2024.1454387",""
"10.3389/feduc.2024.1287387",""
"10.3389/feduc.2024.1442833",""
"10.3389/feduc.2024.1414126",""
"10.3389/feduc.2024.1494487",""
"10.3389/feduc.2024.1451002",""
"10.3389/feduc.2024.1416183",""
"10.3389/feduc.2024.1378493",""
"",""
"10.3389/feduc.2024.1401394",""
"10.3389/feduc.2024.1461650",""
"10.3389/feduc.2024.1426183",""
"10.3389/feduc.2024.1484872",""
"",""
"",""
"10.3389/feduc.2024.1455074",""
"",""
"10.3389/feduc.2024.1418297",""
"10.3389/feduc.2024.1469049",""
"",""
"10.3389/feduc.2024.1364642",""
"10.3389/feduc.2024.1308388",""
"10.3389/feduc.2024.1461054",""
"10.3389/feduc.2024.1248770",""
"10.3389/feduc.2024.1376434",""
"10.3389/feduc.2024.1432013",""
"10.3389/feduc.2024.1388334",""
"10.3389/feduc.2024.1426663",""
"10.3389/feduc.2024.1461747",""
"10.3389/feduc.2024.1440248",""
"10.3389/feduc.2024.1426666",""
"10.3389/feduc.2024.1438715",""
"",""
"10.3389/feduc.2024.1253671",""
"",""
"10.3389/feduc.2024.1442306",""
"",""
"",""
"10.3389/feduc.2024.1379755",""
"10.3389/feduc.2024.1413974",""
"10.3389/feduc.2024.1477490",""
"",""
"10.3389/feduc.2024.1493708",""
"10.3389/feduc.2024.1454892",""
"10.3389/feduc.2024.1452414",""
"10.3389/feduc.2024.1457188",""
"10.3389/feduc.2024.1181616",""
"10.3389/feduc.2024.1445523",""
"10.3389/feduc.2024.1470075",""
"10.3389/feduc.2024.1461646",""
"10.3389/feduc.2024.1412882",""
"10.3389/feduc.2024.1324118",""
"10.3389/feduc.2024.1421761",""
"","https://osf.io/v7f8z; https://osf.io/pwu92; https://osf.io/vwu9m; https://osf.io/nb2s4; https://osf.io/2gjfm; https://osf.io/7q5tx"
"",""
"10.3389/feduc.2024.1429847",""
"10.3389/feduc.2024.1407021",""
"10.3389/feduc.2024.1431531",""
"","https://github.com/sb2cl/synbio_modeling_webinars"
"",""
"10.3389/feduc.2024.1452445",""
"",""
"10.3389/feduc.2024.1477659",""
"10.3389/feduc.2024.1444534",""
"10.3389/feduc.2024.1437996",""
"10.3389/feduc.2024.1442047",""
"",""
"10.3389/feduc.2024.1470853",""
"10.3389/feduc.2024.1461362",""
"10.3389/feduc.2024.1426451",""
"",""
"10.3389/feduc.2024.1257747",""
"",""
"10.3389/feduc.2024.1448594",""
"10.3389/feduc.2024.1477538",""
"10.3389/feduc.2024.1478666",""
"10.3389/feduc.2024.1413687",""
"10.3389/feduc.2024.1355078",""
"",""
"10.3389/feduc.2024.1436298",""
"10.3389/feduc.2024.1450620",""
"10.3389/feduc.2024.1487882",""
"10.3389/feduc.2024.1330065",""
"10.3389/feduc.2024.1398699",""
"10.3389/feduc.2024.1449306",""
"10.3389/feduc.2024.1434525",""
"10.3389/feduc.2024.1401252",""
"10.3389/feduc.2024.1437297",""
"10.3389/feduc.2024.1458732",""
"10.3389/feduc.2024.1429893",""
"10.3389/feduc.2024.1484761",""
"10.3389/feduc.2024.1411503",""
"10.3389/feduc.2024.1421218",""
"",""
"10.3389/feduc.2024.1473353",""
"10.3389/feduc.2024.1388202",""
"10.3389/feduc.2024.1365210",""
"10.3389/feduc.2024.1438322",""
"10.3389/feduc.2024.1433466",""
"10.3389/feduc.2024.1446914",""
"10.3389/feduc.2024.1463208",""
"10.3389/feduc.2024.1483853",""
"",""
"10.3389/feduc.2024.1411743","https://osf.io/rzxkw"
"10.3389/feduc.2024.1429899",""
"10.3389/feduc.2024.1456310",""
"",""
"10.3389/feduc.2024.1422089",""
"10.3389/feduc.2024.1390271",""
"10.3389/feduc.2024.1430318",""
"10.3389/feduc.2024.1329911",""
"",""
"10.3389/feduc.2024.1408512",""
"10.3389/feduc.2024.1451314",""
"10.3389/feduc.2024.1429485",""
"",""
"10.3389/feduc.2024.1403926",""
"10.3389/feduc.2024.1443563",""
"",""
"",""
"10.3389/feduc.2024.1455669",""
"10.3389/feduc.2024.1463923",""
"",""
"10.3389/feduc.2024.1470070",""
"10.3389/feduc.2024.1429324",""
"10.3389/feduc.2024.1474584",""
"10.3389/feduc.2024.1422030",""
"10.3389/feduc.2024.1446941",""
"10.3389/feduc.2024.1292405",""
"10.3389/feduc.2024.1421134",""
"",""
"10.3389/feduc.2024.1380097",""
"10.3389/feduc.2024.1430729",""
"10.3389/feduc.2024.1408240",""
"",""
"",""
"10.3389/feduc.2024.1425378",""
"10.3389/feduc.2024.1431409",""
"10.3389/feduc.2024.1435758","https://osf.io/vf4hq/? view_only=068483e4e82c42cd994e2c8174bd0a64"
"10.3389/feduc.2024.1432054",""
"10.3389/feduc.2024.1389462",""
"10.3389/feduc.2024.1296594",""
"10.3389/feduc.2024.1414606",""
"10.3389/feduc.2024.1452570",""
"",""
"10.3389/feduc.2024.1405121",""
"",""
"10.3389/feduc.2024.1343969",""
"10.3389/feduc.2024.1394637",""
"",""
"",""
"10.1177/07067437221140375",""
"10.3389/feduc.2024.1434700",""
"",""
"",""
"10.3389/feduc.2024.1447270",""
"10.3389/feduc.2024.1384422",""
"10.3389/feduc.2024.1365258",""
"10.3389/feduc.2024.1466128",""
"10.3389/feduc.2024.1377553",""
"",""
"",""
"10.3389/feduc.2024.1445885",""
"10.3389/feduc.2024.1371605",""
"10.3389/feduc.2024.1378626",""
"10.3389/feduc.2024.1460374",""
"",""
"10.3389/feduc.2024.1402373",""
"10.3389/feduc.2024.1422950",""
"10.3389/feduc.2024.1331358",""
"10.3389/feduc.2024.1356629",""
"10.3389/feduc.2024.1392104",""
"10.3389/feduc.2024.1462822",""
"10.3389/feduc.2024.1438721",""
"10.3389/feduc.2024.1379372",""
"10.3389/feduc.2024.1437839",""
"",""
"10.3389/feduc.2024.1399350",""
"10.3389/feduc.2024.1425663",""
"",""
"10.3389/feduc.2024.1412683",""
"",""
"10.3389/feduc.2024.1391485",""
"10.3389/feduc.2024.1331348",""
"10.3389/feduc.2024.1377534",""
"10.3389/feduc.2024.1406932",""
"",""
"10.3389/feduc.2024.1436368",""
"10.3389/feduc.2024.1447015",""
"10.3389/feduc.2024.1416110",""
"10.3389/feduc.2024.1413525",""
"10.3389/feduc.2024.1442318",""
"10.3389/feduc.2024.1360848","https://osf.io/k8hvf"
"10.3389/feduc.2024.1410886",""
"10.3389/feduc.2024.1407542",""
"10.3389/feduc.2024.1422120",""
"10.3389/feduc.2024.1409721",""
"10.3389/feduc.2024.1332821",""
"",""
"10.3389/feduc.2024.1306522",""
"10.3389/feduc.2024.1428237",""
"10.3389/feduc.2024.1454788",""
"10.3389/feduc.2024.1444588",""
"10.3389/feduc.2024.1433484",""
"","https://github.com/openai/whisper.git"
"10.3389/feduc.2024.1452681",""
"10.3389/feduc.2024.1450982",""
"10.3389/feduc.2024.1268936",""
"10.3389/feduc.2024.1392383",""
"",""
"10.3389/feduc.2024.1427513",""
"",""
"10.3389/feduc.2024.1399377",""
"10.3389/feduc.2024.1417062",""
"10.3389/feduc.2024.1388720",""
"10.3389/feduc.2024.1416191",""
"10.3389/feduc.2024.1395168",""
"10.3389/feduc.2024.1404326",""
"10.3389/feduc.2024.1433908",""
"10.3389/feduc.2024.1412417",""
"10.3389/feduc.2024.1364188",""
"10.3389/feduc.2024.1422383",""
"",""
"10.3389/feduc.2024.1433184",""
"",""
"10.3389/feduc.2024.1423602",""
"10.3389/feduc.2024.1430357",""
"10.3389/feduc.2024.1230011",""
"10.3389/feduc.2024.1290462",""
"10.3389/feduc.2024.1427079",""
"10.3389/feduc.2024.1412377",""
"10.3389/feduc.2024.1394024",""
"10.3389/feduc.2024.1425307",""
"10.3389/feduc.2024.1389469",""
"10.3389/feduc.2024.1414081",""
"10.3389/feduc.2024.1415522",""
"10.3389/feduc.2024.1422139",""
"10.3389/feduc.2024.1414458","https://osf.io/zhaxs; https://osf.io/qgepn"
"10.3389/feduc.2024.1393968",""
"10.3389/feduc.2024.1430494",""
"10.3389/feduc.2024.1288183",""
"10.3389/feduc.2024.1356279",""
"10.3389/feduc.2024.1416507",""
"10.3389/feduc.2024.1405395",""
"10.3389/feduc.2024.1356730",""
"",""
"10.3389/feduc.2024.1391716",""
"10.3389/feduc.2024.1339815","https://osf.io/tgp9n; https://osf.io/t9drh"
"10.3389/feduc.2024.1421037",""
"10.3389/feduc.2024.1389825",""
"10.3389/feduc.2024.1371216",""
"10.3389/feduc.2024.1398937",""
"",""
"10.3389/feduc.2024.1406611",""
"10.3389/feduc.2024.1401718",""
"10.3389/feduc.2024.1410795",""
"10.3389/feduc.2024.1392022","https://osf.io/2wpzs"
"10.3389/feduc.2024.1376805","https://osf.io/y29ps/? view_only=a8b09d29c9bc4509aa4a84a60f2e91e9"
"10.3389/feduc.2024.1391560",""
"10.3389/feduc.2024.1392920",""
"10.3389/feduc.2024.1442806",""
"10.3389/feduc.2024.1404076","https://github.com/leojahrens/scatterfit"
"10.3389/feduc.2024.1358024",""
"10.3389/feduc.2024.1415829",""
"10.3389/feduc.2024.1409077",""
"10.3389/feduc.2024.1416666",""
"10.3389/feduc.2024.1387150",""
"10.3389/feduc.2024.1414423",""
"10.3389/feduc.2024.1403039",""
"10.3389/feduc.2024.1005693",""
"10.3389/feduc.2024.1387377",""
"10.3389/feduc.2024.1428890",""
"10.3389/feduc.2024.1365789",""
"10.3389/feduc.2024.1372002",""
"",""
"",""
"10.3389/feduc.2024.1374664",""
"10.3389/feduc.2024.1416307",""
"10.3389/feduc.2024.1284474",""
"10.3389/feduc.2024.1423206",""
"10.3389/feduc.2024.1367076",""
"10.3389/feduc.2024.1412746",""
"10.3389/feduc.2024.1405653",""
"10.3389/feduc.2024.1401996",""
"",""
"10.3389/feduc.2024.1224720",""
"10.3389/feduc.2024.1356537",""
"",""
"10.3389/feduc.2024.1416095",""
"",""
"10.3389/feduc.2024.1330091",""
"",""
"10.3389/feduc.2024.1404946",""
"",""
"",""
"10.3389/feduc.2024.1372832",""
"",""
"10.3389/feduc.2024.1347052",""
"10.3389/feduc.2024.1404541",""
"10.3389/feduc.2024.1306426",""
"10.3389/feduc.2024.1415518",""
"",""
"10.3389/feduc.2024.1379796",""
"10.3389/feduc.2024.1358620",""
"10.3389/feduc.2024.1409672",""
"",""
"10.3389/feduc.2024.1361965",""
"10.3389/feduc.2024.1378564",""
"",""
"10.3389/feduc.2024.1425779",""
"10.3389/feduc.2024.1339878",""
"10.3389/feduc.2024.1384243",""
"",""
"10.3389/feduc.2024.1414114",""
"10.3389/feduc.2024.1387322",""
"",""
"10.3389/feduc.2024.1405571",""
"10.3389/feduc.2024.1368604",""
"10.3389/feduc.2024.1419714",""
"10.3389/feduc.2024.1284442",""
"",""
"10.3389/feduc.2024.1392379",""
"10.3389/feduc.2024.1354959",""
"10.3389/feduc.2024.1362260",""
"10.3389/feduc.2024.1352577",""
"10.3389/feduc.2024.1241973",""
"",""
"",""
"",""
"10.3389/feduc.2024.1383977",""
"10.3389/feduc.2024.1414640",""
"10.3389/feduc.2024.1385602",""
"10.3389/feduc.2024.1403745",""
"10.3389/feduc.2024.1388937",""
"10.3389/feduc.2024.1382021",""
"10.3389/feduc.2024.1216481",""
"10.3389/feduc.2024.1389817",""
"10.3389/feduc.2024.1372142",""
"","https://osf.io/yr2fg"
"10.3389/feduc.2024.1358431",""
"10.3389/feduc.2024.1351711",""
"10.1016/j.jsp.2023.101227",""
"10.3389/feduc.2024.1407388",""
"",""
"10.3389/feduc.2024.1396484",""
"10.3389/feduc.2024.1291698",""
"10.3389/feduc.2024.1328711",""
"10.3389/feduc.2024.1206410",""
"10.3389/feduc.2024.1404782",""
"10.3389/feduc.2024.1333551",""
"10.3389/feduc.2024.1352274",""
"10.3389/feduc.2024.1411660","https://osf.io/6e8ua"
"10.3389/feduc.2024.1392091",""
"",""
"10.3389/feduc.2024.1371627",""
"10.3389/feduc.2024.1374641",""
"10.3389/feduc.2024.1397027",""
"10.3389/feduc.2024.1400002",""
"",""
"",""
"10.3389/feduc.2024.1401188",""
"",""
"",""
"10.3389/feduc.2024.1384614",""
"10.3389/feduc.2024.1346474",""
"",""
"10.3389/feduc.2024.1354526",""
"10.3389/feduc.2024.1322727",""
"10.3389/feduc.2024.1268313",""
"10.3389/feduc.2024.1374889",""
"10.3389/feduc.2024.1399807",""
"10.3389/feduc.2024.1385278",""
"10.3389/feduc.2024.1389002",""
"10.3389/feduc.2024.1291732",""
"10.3389/feduc.2024.1352796",""
"",""
"10.3389/feduc.2024.1400435",""
"10.3389/feduc.2024.1413128",""
"10.3389/feduc.2024.1307709",""
"10.3389/feduc.2024.1402599",""
"10.3389/feduc.2024.1365202",""
"",""
"10.3389/feduc.2024.1393660",""
"10.3389/feduc.2024.1349307",""
"10.3389/feduc.2024.1376017",""
"10.3389/feduc.2024.1382771",""
"10.3389/feduc.2024.1233358",""
"10.3389/feduc.2024.1353554",""
"10.3389/feduc.2024.1346091",""
"10.3389/feduc.2024.1378615",""
"",""
"10.3389/feduc.2024.1366063",""
"10.3389/feduc.2024.1233343",""
"",""
"10.3389/feduc.2024.1334834",""
"10.3389/feduc.2024.1379515",""
"",""
"10.3389/feduc.2024.1275280",""
"",""
"",""
"10.3389/feduc.2024.1400058",""
"10.3389/feduc.2024.1412380",""
"10.3389/feduc.2024.1394157",""
"10.3389/feduc.2024.1387169",""
"10.3389/feduc.2024.1361410",""
"10.3389/feduc.2024.1374279",""
"10.3389/feduc.2024.1370791",""
"",""
"10.3389/feduc.2024.1413778",""
"10.3389/feduc.2024.1373176",""
"10.3389/feduc.2024.1399433",""
"10.3389/feduc.2024.1368503","https://osf.io/47dcs"
"",""
"10.3389/feduc.2024.1309476",""
"10.3389/feduc.2024.1286867",""
"10.3389/feduc.2024.1379491",""
"10.3389/feduc.2024.1409099",""
"",""
"10.3389/feduc.2024.1391803",""
"10.3389/feduc.2024.1336049",""
"10.3389/feduc.2024.1386729",""
"10.3389/feduc.2024.1370490",""
"10.3389/feduc.2024.1398642",""
"10.3389/feduc.2024.1359692",""
"10.3389/feduc.2024.1300598",""
"10.1007/s10755-007-9061-9",""
"10.3389/feduc.2024.1397642",""
"10.3389/feduc.2024.1396377",""
"10.3389/feduc.2024.1409013",""
"10.3389/feduc.2024.1346933",""
"10.3389/feduc.2024.1394922",""
"10.3389/feduc.2024.1368431",""
"10.3389/feduc.2024.1379520",""
"",""
"10.3389/feduc.2024.1347816",""
"10.3389/feduc.2024.1359558",""
"10.3389/feduc.2024.1368565","https://osf.io/xc948; https://osf.io/avdhu"
"",""
"10.3389/feduc.2024.1348452",""
"10.3389/feduc.2024.1354916",""
"10.3389/feduc.2024.1379886",""
"10.3389/feduc.2024.1392907",""
"10.3389/feduc.2024.1392131",""
"10.3389/feduc.2024.1176632",""
"10.3389/feduc.2024.1356675",""
"10.3389/feduc.2024.1353020",""
"10.3389/feduc.2024.1389661",""
"10.3389/feduc.2024.1354827",""
"10.3389/feduc.2024.1399854",""
"10.3389/feduc.2024.1340322",""
"10.3389/feduc.2024.1373558",""
"10.3389/feduc.2024.1347444","https://osf.io/vzegu"
"10.3389/feduc.2024.1338818",""
"10.3389/feduc.2024.1357853",""
"",""
"10.3389/feduc.2024.1367465",""
"10.3389/feduc.2024.1340361",""
"",""
"10.3389/feduc.2024.1380790",""
"10.3389/feduc.2024.1358264",""
"10.3389/feduc.2024.1393018",""
"10.3389/feduc.2024.1377709",""
"10.3389/feduc.2024.1335001",""
"10.3389/feduc.2024.1338205",""
"10.3389/feduc.2024.1362752",""
"",""
"10.3389/feduc.2024.1388826",""
"",""
"10.3389/feduc.2024.1347503",""
"10.3389/feduc.2024.1325083",""
"10.3389/feduc.2024.1368642",""
"10.3389/feduc.2024.1364978",""
"10.3389/feduc.2024.1330348",""
"10.3389/feduc.2024.1378640",""
"10.3389/feduc.2024.1387110",""
"10.3389/feduc.2024.1372380",""
"10.3389/feduc.2024.1354929",""
"10.3389/feduc.2024.1379859",""
"",""
"10.3389/feduc.2024.1399750",""
"10.3389/feduc.2024.1314663",""
"10.3389/feduc.2024.1387985",""
"10.3389/feduc.2024.1307485",""
"10.3389/feduc.2024.1376951",""
"10.3389/feduc.2024.1401835",""
"10.3389/feduc.2024.1369591",""
"10.3389/feduc.2024.1346721",""
"10.3389/feduc.2024.1297509",""
"10.3389/feduc.2024.1265946",""
"10.3389/feduc.2024.1354438",""
"10.3389/feduc.2024.1400471",""
"10.3389/feduc.2024.1239261",""
"",""
"10.3389/feduc.2024.1370573",""
"10.3389/feduc.2024.1322409",""
"10.3389/feduc.2024.1389165","https://osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2"
"",""
"",""
"10.3389/feduc.2024.1346907",""
"10.3389/feduc.2024.1325601",""
"10.3389/feduc.2024.1374793",""
"10.3389/feduc.2024.1373500",""
"10.3389/feduc.2024.1379666",""
"",""
"10.3389/feduc.2024.1403781",""
"10.3389/feduc.2024.1357796",""
"",""
"",""
"",""
"10.3389/feduc.2024.1387867",""
"",""
"",""
"10.3389/feduc.2024.1288413",""
"",""
"10.3389/feduc.2024.1329773",""
"",""
"",""
"",""
"",""
"10.3389/feduc.2024.1347432",""
"10.3389/feduc.2024.1292717",""
"10.3389/feduc.2024.1360315",""
"10.3389/feduc.2024.1286113",""
"10.3389/feduc.2024.1336401",""
"10.3389/feduc.2024.1384129",""
"10.3389/feduc.2024.1364640",""
"10.3389/feduc.2024.1334995",""
"10.3389/feduc.2024.1365916",""
"10.3389/feduc.2024.1353420",""
"",""
"",""
"",""
"10.3389/feduc.2024.1277294",""
"10.3389/feduc.2024.1394042",""
"10.3389/feduc.2024.1390583",""
"10.3389/feduc.2024.1386016",""
"",""
"10.3389/feduc.2024.1363529",""
"10.3389/feduc.2024.1334034",""
"10.3389/feduc.2024.1350266",""
"10.3389/feduc.2024.1393183",""
"10.3389/feduc.2024.1278187",""
"","https://osf.io/pvakt/? view_only=5629362e40344025828fc58a28f860a7"
"10.3389/feduc.2024.1306385",""
"10.3389/feduc.2024.1290977",""
"10.3389/feduc.2024.1281859",""
"",""
"10.3389/feduc.2024.1328574",""
"10.3389/feduc.2024.1371095",""
"10.3389/feduc.2024.1365149",""
"10.3389/feduc.2024.1384925",""
"10.3389/feduc.2024.1351709",""
"10.3389/feduc.2024.1331293",""
"",""
"10.3389/feduc.2024.1385375",""
"10.3389/feduc.2024.1288611",""
"10.3389/feduc.2024.1358492",""
"10.3389/feduc.2024.1343492",""
"10.3389/feduc.2024.1337703",""
"",""
"10.3389/feduc.2024.1292288",""
"",""
"10.3389/feduc.2024.1346467",""
"10.3389/feduc.2024.1353756",""
"10.3389/feduc.2024.1354494",""
"10.3389/feduc.2024.1256454",""
"",""
"10.3389/feduc.2024.1322624","https://osf.io/5nxgy"
"10.3389/feduc.2024.1385788",""
"10.3389/feduc.2024.1363428",""
"10.3389/feduc.2024.1371132",""
"10.3389/feduc.2024.1365220",""
"10.3389/feduc.2024.1379216",""
"10.3389/feduc.2024.1302624",""
"10.3389/feduc.2024.1346347",""
"10.3389/feduc.2024.1362448",""
"",""
"10.3389/feduc.2024.1333669",""
"10.3389/feduc.2024.1323345",""
"",""
"10.3389/feduc.2024.1330819",""
"10.3389/feduc.2024.1360712",""
"10.3389/feduc.2024.1307951",""
"10.3389/feduc.2024.1359200",""
"10.3389/feduc.2024.1365005",""
"10.3389/feduc.2024.1322721",""
"",""
"10.3389/feduc.2024.1344012",""
"",""
"10.3389/feduc.2024.1165547",""
"10.3389/feduc.2024.1372699",""
"10.3389/feduc.2024.1352780",""
"10.3389/feduc.2024.1324389",""
"10.3389/feduc.2024.1297302",""
"10.3389/feduc.2024.1295910",""
"",""
"10.3389/feduc.2024.1306189",""
"10.3389/feduc.2024.1282936",""
"10.3389/feduc.2024.1125889",""
"10.3389/feduc.2024.1363175",""
"",""
"10.3389/feduc.2024.1363254",""
"10.3389/feduc.2024.1367087",""
"","https://github.com/chenshuliu/rainclassroom-biochemistry-pre-lab-evaluation.git"
"10.1007/s10649-019-9878-z",""
"10.3389/feduc.2024.1271924",""
"10.3389/feduc.2024.1347421",""
"10.3389/feduc.2024.1371955",""
"",""
"10.3389/feduc.2024.1333580",""
"10.3389/feduc.2024.1359867",""
"10.3389/feduc.2024.1366215",""
"10.3389/feduc.2024.1349532",""
"10.3389/feduc.2024.1358354",""
"10.3389/feduc.2024.1354674",""
"",""
"",""
"10.3389/feduc.2024.1367530",""
"10.3389/feduc.2024.1329258",""
