"doi","all_links"
"10.3389/feduc.2025.1615773",""
"10.3389/feduc.2025.1632837",""
"10.3389/feduc.2025.1642267",""
"10.3389/feduc.2025.1632315",""
"10.3389/feduc.2025.1483964",""
"10.3389/feduc.2025.1631413",""
"10.3389/feduc.2025.1668913",""
"10.3389/feduc.2025.1520651",""
"10.3389/feduc.2025.1610757",""
"",""
"10.3389/feduc.2025.1601451",""
"10.3389/feduc.2025.1603207",""
"10.3389/feduc.2025.1641687",""
"",""
"10.3389/feduc.2025.1586466",""
"10.3389/feduc.2025.1569062",""
"10.3389/feduc.2025.1623948",""
"10.3389/feduc.2025.1640556",""
"10.3389/feduc.2025.1644873",""
"10.3389/feduc.2025.1526076",""
"10.3389/feduc.2025.1568306",""
"10.3389/feduc.2025.1616879",""
"10.3389/feduc.2025.1643246",""
"10.3389/feduc.2025.1642266",""
"10.3389/feduc.2025.1589030",""
"",""
"10.1007/s13384-018-0289-4",""
"10.3389/feduc.2025.1560051",""
"10.3389/feduc.2025.1536461","https://osf.io/gaxr6"
"10.3389/feduc.2025.1613039",""
"10.3389/feduc.2025.1535135",""
"",""
"","https://github.com/twitchlib/twitchlib.unity"
"10.3389/feduc.2025.1647082",""
"10.3389/feduc.2025.1613011",""
"10.3389/feduc.2025.1590828",""
"10.3389/feduc.2025.1584739",""
"10.3389/feduc.2025.1626609",""
"10.3389/feduc.2025.1629392",""
"10.3389/feduc.2025.1630004",""
"10.3389/feduc.2025.1626953",""
"",""
"",""
"10.3389/feduc.2025.1620804",""
"10.3389/feduc.2025.1618524",""
"10.3389/feduc.2025.1641336",""
"",""
"10.3389/feduc.2025.1641256",""
"10.3389/feduc.2025.1590215",""
"10.3389/feduc.2025.1639899",""
"",""
"",""
"10.3389/feduc.2025.1602151",""
"10.3389/feduc.2025.1611252",""
"10.3389/feduc.2025.1649034",""
"10.3389/feduc.2025.1622166",""
"",""
"",""
"",""
"10.3389/feduc.2025.1624916",""
"10.3389/feduc.2025.1513465",""
"10.3389/feduc.2025.1621476",""
"10.3389/feduc.2025.1555923",""
"10.3389/feduc.2025.1613146",""
"",""
"10.1080/14675986.2022.2144028",""
"10.3389/feduc.2025.1611308",""
"10.3389/feduc.2025.1631248",""
"10.3389/feduc.2025.1588899",""
"10.3389/feduc.2025.1584908",""
"10.3389/feduc.2025.1607333",""
"10.3389/feduc.2025.1662657",""
"10.3389/feduc.2025.1609448",""
"10.3389/feduc.2025.1605433",""
"10.3389/feduc.2025.1631418",""
"10.3389/feduc.2025.1545766",""
"","https://github.com/chonghua-1983/student_life_analysis"
"10.3389/feduc.2025.1590309",""
"10.3389/feduc.2025.1597898","https://osf.io/r7xng"
"",""
"10.3389/feduc.2025.1539639",""
"",""
"10.3389/feduc.2025.1634600",""
"",""
"",""
"10.3389/feduc.2025.1606625",""
"10.3389/feduc.2025.1594727",""
"10.3389/feduc.2025.1529927",""
"",""
"",""
"10.3389/feduc.2025.1582586",""
"10.3389/feduc.2025.1624516",""
"",""
"",""
"",""
"10.3389/feduc.2025.1494454",""
"10.3389/feduc.2025.1556966",""
"10.3389/feduc.2025.1598687",""
"10.3389/feduc.2025.1630225",""
"10.3389/feduc.2025.1586480",""
"",""
"10.3389/feduc.2025.1630132",""
"",""
"10.3389/feduc.2025.1629779",""
"",""
"10.3389/feduc.2025.1548424",""
"10.3389/feduc.2025.1623392",""
"10.3389/feduc.2025.1548835",""
"10.3389/feduc.2025.1639086",""
"10.3389/feduc.2025.1537079",""
"",""
"10.3389/feduc.2025.1616858",""
"10.3389/feduc.2025.1581257",""
"10.3389/feduc.2025.1637874",""
"10.3389/feduc.2025.1605658",""
"10.3389/feduc.2025.1563131",""
"10.3389/feduc.2025.1610777",""
"10.3389/feduc.2025.1465832",""
"10.3389/feduc.2025.1509262",""
"",""
"",""
"",""
"",""
"",""
"10.3389/feduc.2025.1621269",""
"",""
"10.3389/feduc.2025.1643023",""
"10.3389/feduc.2025.1583071",""
"",""
"10.3389/feduc.2025.1584097",""
"",""
"10.3389/feduc.2025.1612484",""
"",""
"10.3389/feduc.2025.1578287",""
"10.3389/feduc.2025.1620685",""
"10.3389/feduc.2025.1614673",""
"10.3389/feduc.2025.1562387",""
"10.3389/feduc.2025.1628635",""
"10.3389/feduc.2025.1535497",""
"10.3389/feduc.2025.1629826",""
"10.3389/feduc.2025.1572807",""
"10.3389/feduc.2025.1530773",""
"10.3389/feduc.2025.1566862",""
"10.3389/feduc.2025.1627098",""
"",""
"",""
"10.3389/feduc.2025.1585137",""
"10.3389/feduc.2025.1640703",""
"10.3389/feduc.2025.1543050",""
"10.3389/feduc.2025.1602786",""
"10.3389/feduc.2025.1601455",""
"10.3389/feduc.2025.1540211",""
"",""
"10.3389/feduc.2025.1626433",""
"10.3389/feduc.2025.1633267",""
"10.3389/feduc.2025.1537891",""
"10.3389/feduc.2025.1558339",""
"10.3389/feduc.2025.1611184",""
"",""
"10.3389/feduc.2025.1632742",""
"10.3389/feduc.2025.1598133",""
"10.3389/feduc.2025.1604934",""
"10.3389/feduc.2025.1495175",""
"",""
"10.3389/feduc.2025.1595655",""
"10.3389/feduc.2025.1567143",""
"",""
"10.3389/feduc.2025.1545785",""
"",""
"",""
"10.3389/feduc.2025.1632298",""
"",""
"10.3389/feduc.2025.1600845",""
"10.3389/feduc.2025.1508207",""
"10.3389/feduc.2025.1630710",""
"",""
"10.3389/feduc.2025.1600643",""
"10.3389/feduc.2025.1645817",""
"10.3389/feduc.2025.1599064",""
"10.3389/feduc.2025.1537502",""
"10.3389/feduc.2025.1611147",""
"10.3389/feduc.2025.1593060",""
"",""
"",""
"10.3389/feduc.2025.1593436",""
"10.3389/feduc.2025.1551840",""
"10.3389/feduc.2025.1619897",""
"10.3389/feduc.2025.1524417",""
"10.3389/feduc.2025.1617527",""
"10.3389/feduc.2025.1618968",""
"",""
"",""
"10.3389/feduc.2025.1575177",""
"10.3389/feduc.2025.1637218",""
"",""
"10.3389/feduc.2025.1587968",""
"",""
"10.3389/feduc.2025.1531359",""
"",""
"10.3389/feduc.2025.1567857",""
"10.3389/feduc.2025.1569323",""
"10.3389/feduc.2025.1623170",""
"10.3389/feduc.2025.1635133",""
"10.3389/feduc.2025.1605172",""
"",""
"","https://osf.io/7f8dp; https://osf.io/39g7e"
"10.3389/feduc.2025.1600175",""
"",""
"10.3389/feduc.2025.1522739",""
"",""
"10.3389/feduc.2025.1616074",""
"10.3389/feduc.2025.1594343",""
"10.3389/feduc.2025.1570602",""
"10.3389/feduc.2025.1558203","https://osf.io/4nd7q; https://osf.io/4ypj3"
"",""
"10.3389/feduc.2020.572367",""
"",""
"10.3389/feduc.2025.1561841",""
"10.3389/feduc.2025.1619888","https://osf.io/wp6rh; https://osf.io/9smj4; https://osf.io/9cwrf; https://osf.io/d6kxe"
"10.3389/feduc.2025.1595106",""
"10.3389/feduc.2025.1571099",""
"",""
"",""
"10.3389/feduc.2025.1593901",""
"10.3389/feduc.2025.1602264",""
"10.3389/feduc.2025.1532416",""
"10.3389/feduc.2025.1594705",""
"",""
"",""
"10.3389/feduc.2025.1552668",""
"10.3389/feduc.2025.1603763",""
"10.3389/feduc.2025.1551721",""
"10.3389/feduc.2025.1606103",""
"10.3389/feduc.2025.1621082",""
"10.3389/feduc.2025.1581175",""
"10.3389/feduc.2025.1604057",""
"10.3389/feduc.2025.1571104",""
"",""
"",""
"10.3389/feduc.2025.1597095",""
"10.3389/feduc.2025.1542978",""
"",""
"10.3389/feduc.2025.1591857",""
"10.3389/feduc.2025.1470636",""
"10.3389/feduc.2025.1576165",""
"",""
"10.3389/feduc.2025.1548457",""
"",""
"","https://osf.io/fmbhq/? view_only=2772d8154896429aa280f59601a08305"
"",""
"",""
"",""
"",""
"10.3389/feduc.2025.1570115",""
"10.3389/feduc.2025.1588046",""
"10.3389/feduc.2025.1625803",""
"10.3389/feduc.2025.1565938",""
"10.3389/feduc.2025.1597121",""
"10.3389/feduc.2025.1627959",""
"",""
"10.3389/feduc.2025.1561414",""
"10.3389/feduc.2025.1525702",""
"10.3389/feduc.2025.1574402",""
"10.3389/feduc.2025.1552943",""
"10.3389/feduc.2025.1583997",""
"10.3389/feduc.2025.1587611",""
"10.3389/feduc.2025.1602057",""
"",""
"10.3389/feduc.2025.1613880",""
"10.3389/feduc.2025.1621743",""
"10.3389/feduc.2025.1572840",""
"10.3389/feduc.2025.1537960",""
"10.3389/feduc.2025.1513856",""
"10.3389/feduc.2025.1563052",""
"10.3389/feduc.2025.1527419",""
"10.3389/feduc.2025.1549712",""
"10.3389/feduc.2025.1597989",""
"10.3389/feduc.2025.1592878",""
"10.3389/feduc.2025.1580611",""
"10.3389/feduc.2025.1580324",""
"10.3389/feduc.2025.1583877",""
"10.3389/feduc.2025.1580736",""
"10.3389/feduc.2025.1552865",""
"10.3389/feduc.2025.1600711",""
"10.3389/feduc.2025.1580173",""
"10.3389/feduc.2025.1590555",""
"",""
"",""
"",""
"10.3389/feduc.2025.1579940",""
"",""
"",""
"10.3389/feduc.2025.1606932",""
"10.3389/feduc.2025.1581247",""
"10.3389/feduc.2025.1578584",""
"",""
"10.3389/feduc.2025.1600134",""
"",""
"10.3389/feduc.2025.1570536",""
"10.3389/feduc.2025.1600744",""
"10.3389/feduc.2025.1588265",""
"10.3389/feduc.2025.1576196",""
"10.3389/feduc.2025.1560816",""
"10.3389/feduc.2025.1622240",""
"10.3389/feduc.2025.1520607",""
"10.3389/feduc.2025.1554065",""
"",""
"10.3389/feduc.2025.1580666",""
"",""
"",""
"10.3389/feduc.2025.1498100",""
"10.3389/feduc.2025.1566231",""
"10.3389/feduc.2025.1569529",""
"10.3389/feduc.2025.1512274",""
"10.3389/feduc.2025.1573107",""
"10.3389/feduc.2025.1596252",""
"",""
"10.3389/feduc.2025.1595327",""
"10.3389/feduc.2025.1614388",""
"10.3389/feduc.2025.1600751","https://osf.io/b6ysr"
"",""
"10.3389/feduc.2025.1572715",""
"10.3389/feduc.2025.1570510",""
"",""
"10.3389/feduc.2025.1594921",""
"10.3389/feduc.2025.1493737",""
"10.3389/feduc.2025.1536429",""
"10.3389/feduc.2025.1522107",""
"10.3389/feduc.2025.1568233",""
"",""
"10.3389/feduc.2025.1538497",""
"10.3389/feduc.2025.1614623",""
"",""
"10.3389/feduc.2025.1578370",""
"10.3389/feduc.2025.1595372",""
"",""
"10.3389/feduc.2025.1576123",""
"10.3389/feduc.2025.1598286",""
"",""
"10.3389/feduc.2025.1523205",""
"10.3389/feduc.2025.1534413",""
"10.3389/feduc.2025.1596462",""
"",""
"",""
"10.3389/feduc.2025.1600154",""
"",""
"10.3389/feduc.2025.1559007",""
"",""
"10.3389/feduc.2025.1549751",""
"10.3389/feduc.2025.1555519",""
"",""
"",""
"10.3389/feduc.2025.1570137",""
"",""
"10.3389/feduc.2025.1576981",""
"10.3389/feduc.2025.1565223",""
"",""
"10.3389/feduc.2025.1470700",""
"10.3389/feduc.2025.1589105",""
"10.3389/feduc.2025.1564445",""
"",""
"10.3389/feduc.2025.1570973","https://osf.io/4cbsz"
"",""
"10.3389/feduc.2025.1590274",""
"10.3389/feduc.2025.1594199",""
"10.3389/feduc.2025.1580126",""
"10.3389/feduc.2025.1485784",""
"10.3389/feduc.2025.1541117",""
"10.3389/feduc.2025.1563148",""
"","https://osf.io/r93jg/? view_only=e0efd99ee60040d489ff36a74c131c43"
"10.3389/feduc.2025.1609959",""
"",""
"",""
"10.3389/feduc.2025.1510007",""
"10.3389/feduc.2025.1584805",""
"10.3389/feduc.2025.1581005",""
"10.3389/feduc.2025.1517411",""
"10.3389/feduc.2025.1554314",""
"",""
"",""
"10.3389/feduc.2025.1603665",""
"10.3389/feduc.2025.1601579",""
"",""
"10.3389/feduc.2025.1565556",""
"10.3389/feduc.2025.1542430",""
"",""
"10.3389/feduc.2025.1534047",""
"10.3389/feduc.2025.1587470",""
"10.3389/feduc.2025.1538827",""
"10.3389/feduc.2025.1513854",""
"",""
"10.3389/feduc.2025.1586296",""
"10.3389/feduc.2025.1575926",""
"10.3389/feduc.2025.1568307",""
"10.3389/feduc.2025.1563122",""
"",""
"10.1093/femsle/fnx157",""
"10.3389/feduc.2025.1563361",""
"10.3389/feduc.2025.1577692","https://osf.io/y2674; https://osf.io/f3467"
"10.3389/feduc.2025.1536849",""
"10.3389/feduc.2025.1514027",""
"",""
"10.3389/feduc.2025.1591393",""
"10.3389/feduc.2025.1557812",""
"10.3389/feduc.2025.1513434",""
"10.3389/feduc.2025.1578979","https://osf.io/vxyzg"
"10.3389/feduc.2025.1571810",""
"10.3389/feduc.2025.1590300",""
"10.3389/feduc.2025.1550711",""
"10.3389/feduc.2025.1536664",""
"10.3389/feduc.2025.1604793",""
"10.3389/feduc.2025.1546046",""
"",""
"10.3389/feduc.2025.1574477",""
"10.3389/feduc.2025.1392118",""
"10.3389/feduc.2025.1570760",""
"10.3389/feduc.2025.1549846",""
"",""
"10.3389/feduc.2025.1593197",""
"10.3389/feduc.2025.1487813",""
"",""
"10.3389/feduc.2025.1524105",""
"10.3389/feduc.2025.1560074",""
"10.3389/feduc.2025.1509641",""
"10.3389/feduc.2025.1462887","https://github.com/ft-interactive/chart-doctor/blob/master/visualvocabulary/poster.png"
"10.3389/feduc.2025.1562664",""
"10.3389/feduc.2025.1584490",""
"10.3389/feduc.2025.1548359",""
"10.3389/feduc.2025.1567329",""
"10.3389/feduc.2025.1533505",""
"10.1016/j.compedu.2019.02.010",""
"10.3389/feduc.2025.1607364",""
"10.3389/feduc.2025.1510314",""
"",""
"10.1080/02602930701292548",""
"10.3389/feduc.2025.1577285",""
"10.3389/feduc.2025.1576224",""
"10.3389/feduc.2025.1497721",""
"10.3389/feduc.2025.1539722",""
"10.3389/feduc.2025.1526588",""
"10.3389/feduc.2025.1597291",""
"10.3389/feduc.2025.1577481",""
"10.3389/feduc.2025.1575046",""
"10.3389/feduc.2025.1579921",""
"10.3389/feduc.2025.1476290",""
"",""
"10.3389/feduc.2025.1577093",""
"10.3389/feduc.2025.1584696",""
"10.3389/feduc.2025.1568917",""
"10.3389/feduc.2025.1555167","https://osf.io/k3qv8/? view_only=c525fb67e0b946efad25516a498283ee"
"10.3389/feduc.2025.1555073",""
"10.3389/feduc.2025.1538054",""
"10.1080/1475939x.2020.1825992",""
"10.3389/feduc.2025.1487560",""
"10.3389/feduc.2025.1547938",""
"10.3389/feduc.2025.1552760",""
"10.3389/feduc.2025.1571711",""
"10.3389/feduc.2025.1568406",""
"10.3389/feduc.2025.1565557",""
"10.3389/feduc.2025.1568713",""
"10.3389/feduc.2025.1573005",""
"10.3389/feduc.2025.1563816",""
"10.3389/feduc.2025.1576207",""
"10.3389/feduc.2025.1553999",""
"",""
"",""
"10.3389/feduc.2025.1568366",""
"10.3389/feduc.2025.1567477",""
"10.3389/feduc.2025.1534843",""
"10.3389/feduc.2025.1531438",""
"10.3389/feduc.2025.1535260",""
"10.3389/feduc.2025.1562101",""
"10.3389/feduc.2025.1522793",""
"10.3389/feduc.2025.1574962",""
"10.3389/feduc.2025.1478691",""
"","https://github.com/teachmusicedu/iork"
"10.3389/feduc.2025.1541031",""
"",""
"",""
"10.3389/feduc.2025.1591106",""
"10.3389/feduc.2025.1547204",""
"10.3389/feduc.2025.1531481",""
"",""
"10.3389/feduc.2025.1553001","https://osf.io/9rvcz"
"10.3389/feduc.2025.1596635",""
"10.3389/feduc.2025.1565920",""
"10.3389/feduc.2025.1558188",""
"",""
"10.3389/feduc.2025.1485034",""
"",""
"10.3389/feduc.2025.1583773",""
"10.3389/feduc.2025.1535659",""
"10.3389/feduc.2025.1503888",""
"10.3389/feduc.2025.1529939",""
"10.3389/feduc.2025.1442878",""
"10.3389/feduc.2025.1568744",""
"10.3389/feduc.2025.1508824",""
"10.3389/feduc.2025.1465786",""
"10.3389/feduc.2025.1576918","https://osf.io/7m96z"
"10.3389/feduc.2025.1502070",""
"",""
"10.3389/feduc.2025.1565783",""
"10.3389/feduc.2025.1518726",""
"",""
"10.3389/feduc.2025.1533810",""
"10.3389/feduc.2025.1523766",""
"10.3389/feduc.2024.1419335",""
"",""
"",""
"10.3389/feduc.2025.1542769",""
"",""
"10.3389/feduc.2025.1440731",""
"",""
"10.3389/feduc.2025.1445151",""
"",""
"10.3389/feduc.2025.1513424",""
"10.3389/feduc.2025.1555541",""
"10.3389/feduc.2025.1527846",""
"",""
"10.3389/feduc.2025.1569123",""
"10.3389/feduc.2025.1582737","https://osf.io/v3dsw/? view_only=7e5bb1892f4b409e9844ffab881e699b"
"",""
"10.3389/feduc.2025.1577721",""
"",""
"",""
"10.3389/feduc.2025.1544512",""
"10.3389/feduc.2025.1521482",""
"10.3389/feduc.2025.1466508",""
"10.1186/s41239-023-00408-3",""
"",""
"10.3389/feduc.2025.1504176",""
"10.3389/feduc.2025.1472703",""
"10.3389/feduc.2025.1521452",""
"10.3389/feduc.2025.1450222",""
"10.3389/feduc.2025.1515065",""
"10.3389/feduc.2025.1513036",""
"10.1093/abm/kax003",""
"10.3389/feduc.2025.1556993",""
"10.3389/feduc.2025.1456765",""
"10.3389/feduc.2025.1567698",""
"",""
"10.3389/feduc.2025.1499444",""
"",""
"10.3389/feduc.2025.1544269",""
"10.3389/feduc.2025.1568885",""
"10.3389/feduc.2025.1553031",""
"10.3389/feduc.2025.1519359",""
"10.3389/feduc.2025.1551546",""
"",""
"10.3389/feduc.2025.1518909",""
"10.3389/feduc.2025.1462419",""
"10.3389/feduc.2025.1526194",""
"10.3389/feduc.2025.1479668",""
"10.3389/feduc.2025.1552082",""
"10.3389/feduc.2025.1569489",""
"10.3389/feduc.2024.1507851",""
"",""
"10.3389/feduc.2025.1557379",""
"10.3389/feduc.2025.1581514",""
"10.3389/feduc.2025.1522695",""
"",""
"10.3389/feduc.2025.1507154",""
"10.3389/feduc.2025.1552470",""
"10.3389/feduc.2025.1571133",""
"10.3389/feduc.2025.1568521",""
"10.3389/feduc.2025.1568153",""
"10.3389/feduc.2025.1550413",""
"10.3389/feduc.2025.1462662",""
"10.3389/feduc.2025.1503871",""
"",""
"10.3389/feduc.2025.1547994",""
"",""
"10.3389/feduc.2025.1560279",""
"10.3389/feduc.2025.1553528",""
"10.3389/feduc.2025.1567733",""
"10.3389/feduc.2025.1509019",""
"",""
"10.3389/feduc.2025.1532376",""
"10.3389/feduc.2025.1505275",""
"10.3389/feduc.2025.1531135",""
"10.3389/feduc.2025.1574464",""
"10.3389/feduc.2025.1537638",""
"10.3389/feduc.2025.1569322",""
"",""
"10.3389/feduc.2025.1520944",""
"10.3389/feduc.2025.1544199",""
"10.3389/feduc.2025.1517466",""
"",""
"10.3389/feduc.2025.1472385",""
"10.3389/feduc.2025.1512320",""
"",""
"10.3389/feduc.2025.1538539",""
"10.3389/feduc.2025.1521309",""
"10.3389/feduc.2025.1533586",""
"10.3389/feduc.2025.1536604",""
"10.3389/feduc.2025.1487484",""
"","https://github.com/jvalverr/beet-it-jobs-taxonomy"
"",""
"",""
"",""
"10.3389/feduc.2025.1485821",""
"10.3389/feduc.2025.1509904",""
"",""
"10.3389/feduc.2025.1540813",""
"",""
"10.3389/feduc.2025.1554124",""
"",""
"",""
"10.3389/feduc.2025.1550969",""
"10.3389/feduc.2025.1471235",""
"",""
"10.3389/feduc.2025.1548425",""
"10.1007/s10956-024-10100-4",""
"10.3389/feduc.2025.1462938",""
"10.3389/feduc.2025.1484904",""
"10.3389/feduc.2025.1537035",""
"10.3389/feduc.2025.1503034",""
"10.3389/feduc.2025.1423406",""
"10.3389/feduc.2025.1512556",""
"",""
"10.3389/feduc.2025.1541475",""
"10.3389/feduc.2025.1417642",""
"10.3389/feduc.2025.1551385",""
"10.3389/feduc.2025.1496609",""
"10.3389/feduc.2025.1536271",""
"10.3389/feduc.2025.1537034",""
"10.3389/feduc.2025.1512232",""
"10.3389/feduc.2025.1528443",""
"10.3389/feduc.2025.1537056",""
"",""
"10.3389/feduc.2024.1450096",""
"",""
"10.3389/feduc.2025.1530882",""
"10.3389/feduc.2025.1535996",""
"10.3389/feduc.2025.1526487",""
"10.3389/feduc.2025.1481173",""
"10.3389/feduc.2025.1393700",""
"10.3389/feduc.2025.1503996",""
"",""
"",""
"10.3389/feduc.2025.1534244",""
"10.3389/feduc.2025.1510765",""
"10.3389/feduc.2025.1444544",""
"10.3389/feduc.2025.1567418",""
"10.3389/feduc.2025.1499518",""
"10.3389/feduc.2025.1537040",""
"10.3389/feduc.2025.1541876",""
"",""
"10.3389/feduc.2025.1489724",""
"10.3389/feduc.2025.1484566",""
"",""
"10.3389/feduc.2025.1535104",""
"",""
"10.3389/feduc.2025.1507803",""
"10.3389/feduc.2025.1499749",""
"10.3389/feduc.2024.1453156",""
"10.3389/feduc.2025.1530626",""
"10.3389/feduc.2025.1502771",""
"10.3389/feduc.2025.1546026",""
"10.3389/feduc.2025.1541525",""
"10.3389/feduc.2025.1554073",""
"10.3389/feduc.2025.1541502",""
"10.3389/feduc.2025.1430197",""
"10.3389/feduc.2025.1532802",""
"10.3389/feduc.2025.1441957",""
"10.3389/feduc.2025.1513330",""
"10.3389/feduc.2025.1548900",""
"10.3389/feduc.2025.1487857",""
"10.3389/feduc.2025.1546431",""
"10.3389/feduc.2025.1536456",""
"",""
"10.3389/feduc.2025.1557001",""
"",""
"10.3389/feduc.2025.1510828",""
"",""
"10.3389/feduc.2025.1563356",""
"10.3389/feduc.2025.1406699",""
"10.3389/feduc.2025.1497681",""
"10.3389/feduc.2025.1497291",""
"10.3389/feduc.2025.1545758",""
"10.3389/feduc.2025.1274102",""
"",""
"10.3389/feduc.2025.1537797",""
"10.3389/feduc.2025.1435730",""
"",""
"10.3389/feduc.2025.1481708",""
"10.3389/feduc.2024.1406205",""
"10.3389/feduc.2025.1520137",""
"10.3389/feduc.2025.1491439",""
"",""
"10.3389/feduc.2025.1515877",""
"10.3389/feduc.2025.1542528",""
"10.3389/feduc.2025.1545071",""
"10.3389/feduc.2025.1545842",""
"10.3389/feduc.2025.1523826",""
"10.3389/feduc.2025.1543992",""
"",""
"",""
"10.3389/feduc.2025.1520120",""
"10.3389/feduc.2025.1444445",""
"",""
"",""
"10.3389/feduc.2025.1529340",""
"10.3389/feduc.2025.1483559",""
"10.3389/feduc.2025.1405449",""
"10.3389/feduc.2025.1423832",""
"10.3389/feduc.2025.1523124",""
"",""
"10.3389/feduc.2025.1509652",""
"10.3389/feduc.2025.1435836",""
"","https://osf.io/9ceya"
"10.3389/feduc.2025.1534435",""
"",""
"10.3389/feduc.2025.1473007",""
"10.3389/feduc.2024.1487634",""
"",""
"10.3389/feduc.2025.1530247",""
"10.3389/feduc.2025.1506752","https://osf.io/f63x8"
"10.3389/feduc.2025.1490097",""
"10.3389/feduc.2025.1524007",""
"10.3389/feduc.2025.1517116",""
"","https://github.com/gephi/gephi/wiki/fruchterman-reingold"
"",""
"10.3389/feduc.2025.1503997",""
"10.3389/feduc.2024.1508771",""
"10.3389/feduc.2025.1506674",""
"",""
"",""
"10.3389/feduc.2025.1534452",""
"10.3389/feduc.2025.1474864",""
"10.3389/feduc.2025.1553898",""
"",""
"10.3389/feduc.2025.1521823",""
"10.3389/feduc.2025.1518609",""
"10.3389/feduc.2025.1437836",""
"10.3389/feduc.2025.1510872",""
"10.3389/feduc.2025.1533588",""
"10.3389/feduc.2025.1466295",""
"10.3389/feduc.2025.1474063",""
"10.3389/feduc.2025.1553580",""
"10.3389/feduc.2025.1563706",""
"10.3389/feduc.2025.1419680",""
"",""
"10.3389/feduc.2025.1518602",""
"10.3389/feduc.2025.1541543",""
"10.3389/feduc.2025.1463412",""
"10.3389/feduc.2025.1507424",""
"10.3389/feduc.2025.1528796",""
"10.3389/feduc.2025.1512197",""
"10.3389/feduc.2025.1477509",""
"10.3389/feduc.2025.1505420",""
"10.1016/j.xinn.2021.100179",""
"10.3389/feduc.2025.1528755",""
"10.3389/feduc.2025.1514895",""
"10.3389/feduc.2025.1502203",""
"10.3389/feduc.2025.1519475",""
"10.3389/feduc.2025.1488147",""
"",""
"10.3389/feduc.2025.1519110",""
"10.3389/feduc.2025.1473331",""
"10.3389/feduc.2025.1516358",""
"10.3389/feduc.2025.1541533",""
"10.3389/feduc.2025.1513668",""
"10.3389/feduc.2025.1478553",""
"10.3389/feduc.2025.1467482",""
"",""
"10.3389/feduc.2025.1508411",""
"",""
"10.3389/feduc.2025.1531149",""
"10.3389/feduc.2025.1520942",""
"",""
"10.3389/feduc.2025.1483092",""
"10.3389/feduc.2025.1445548","https://osf.io/2w437"
"10.3389/feduc.2025.1506185",""
"10.3389/feduc.2025.1527851",""
"10.3389/feduc.2025.1511729",""
"10.3389/feduc.2025.1506415",""
"10.3389/feduc.2025.1546448",""
"10.3389/feduc.2025.1528924",""
"",""
"10.3389/feduc.2025.1512557",""
"10.3389/feduc.2025.1465714",""
"10.3389/feduc.2025.1523797",""
"10.3389/feduc.2025.1532729",""
"10.3389/feduc.2025.1485600",""
"10.3389/feduc.2025.1432982","https://osf.io/ptcqh"
"10.3389/feduc.2024.1492308",""
"10.3389/feduc.2025.1512143",""
"",""
"10.3389/feduc.2025.1525185",""
"10.3389/feduc.2025.1537055",""
"10.3389/feduc.2024.1504871",""
"10.3389/feduc.2025.1472724",""
"10.3389/feduc.2025.1476240",""
"10.3389/feduc.2024.1462925",""
"10.3389/feduc.2025.1499856",""
"10.3389/feduc.2025.1499064",""
"10.3389/feduc.2025.1512667",""
"10.3389/feduc.2025.1522792",""
"10.3389/feduc.2025.1529382",""
"",""
"",""
"10.3389/feduc.2025.1427083",""
"10.3389/feduc.2025.1474591",""
"10.3389/feduc.2025.1498233",""
"10.3389/feduc.2024.1447752",""
"10.3389/feduc.2024.1524338",""
"10.3389/feduc.2025.1427450",""
"",""
"",""
"10.3389/feduc.2025.1473763",""
"10.3389/feduc.2025.1480277",""
"10.3389/feduc.2025.1421250",""
"10.3389/feduc.2025.1461718",""
"",""
"10.3389/feduc.2024.1367942",""
"10.3389/feduc.2025.1485289",""
"10.3389/feduc.2025.1474588",""
"10.3389/feduc.2025.1515125",""
"",""
"",""
"10.3389/feduc.2025.1518315",""
"",""
"10.3389/feduc.2024.1447489",""
"10.3389/feduc.2024.1499598",""
"",""
"",""
"",""
"10.3389/feduc.2024.1485098",""
"",""
"",""
"",""
"10.3389/feduc.2024.1488405",""
"10.3389/feduc.2024.1520791",""
"",""
"",""
"10.3389/feduc.2024.1452854",""
"10.3389/feduc.2025.1478472",""
"10.3389/feduc.2024.1475262",""
"10.3389/feduc.2024.1485273",""
"10.3389/feduc.2024.1466947",""
"",""
"10.3389/feduc.2024.1488937",""
"10.3389/feduc.2024.1505077",""
"10.3389/feduc.2024.1461964",""
"10.3389/feduc.2025.1486449",""
"10.3389/feduc.2025.1445612",""
"10.3389/feduc.2024.1468923",""
"10.3389/feduc.2024.1493758",""
"10.3389/feduc.2025.1511176",""
"10.3389/feduc.2025.1412427",""
"10.3389/feduc.2025.1443803",""
"10.3389/feduc.2024.1473612",""
"",""
"",""
"10.3389/feduc.2024.1416255",""
"10.3389/feduc.2025.1464030",""
"10.3389/feduc.2024.1422932",""
"10.3389/feduc.2024.1485395",""
"10.3389/feduc.2024.1463721",""
"",""
"",""
"",""
"10.3389/feduc.2024.1146784",""
"10.3389/feduc.2024.1523310",""
"10.3389/feduc.2024.1421162",""
"10.3389/feduc.2024.1488410",""
"10.3389/feduc.2024.1444537",""
"",""
"10.3389/feduc.2024.1520859",""
"10.3389/feduc.2024.1447357",""
"10.3389/feduc.2025.1519877",""
"10.3389/feduc.2024.1472125","https://osf.io/bhjyc; https://osf.io/pzqhk/? view_only=f0f490f148c0494181212da53544c64c"
"10.3389/feduc.2024.1474838",""
