...1,openalex_id,journal_id,journal_name,doi,publication_year,oa_urls,pdf_download_status,pdf_local_path,tei_process_status,tei_local_path,journal_short,journal_long,osf_links,git_links,osf_links_raw,git_links_raw,has_osf,has_git,all_osf_links,all_git_links,has_any_link,all_osf_links_clean,all_git_links_clean,second_trial_osf,second_trial_git,second_trial_any_link
1,W4414152151,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2536360,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2536360?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/2318cd9a910cd38fc3f69447f9d225bb8ef40e95409b7ac800e780f121db36fe.pdf,DONE,2318cd9a910cd38fc3f69447f9d225bb8ef40e95409b7ac800e780f121db36fe.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2,W4414126141,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2557711,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2557711?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ec0c4304f2ccd8c1fb614d8d4087ec9626388addd93eaff65bc7ae693394a13d.pdf,DONE,ec0c4304f2ccd8c1fb614d8d4087ec9626388addd93eaff65bc7ae693394a13d.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
3,W4414126223,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2559448,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2559448?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/f0a2cb61b8f071839420746662a84ecee0c26347bf3526a0141635552b32da13.pdf,DONE,f0a2cb61b8f071839420746662a84ecee0c26347bf3526a0141635552b32da13.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
4,W4414111991,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554957,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554957?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/9d09d8aafaeecc627b62b54bcb70451d324bf626efe879843f849f8d49778c71.pdf,DONE,9d09d8aafaeecc627b62b54bcb70451d324bf626efe879843f849f8d49778c71.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
5,W4414088185,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2555738,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2555738?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/15b4a43db2c5e4a116332d7ad48730ce1d79b14c2e905d5040cf15fd04c66578.pdf,DONE,15b4a43db2c5e4a116332d7ad48730ce1d79b14c2e905d5040cf15fd04c66578.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
6,W4414144899,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2556893,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2556893?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/0c325795f5de0557fc8ed283095214e5b967f413ba44ccaaf192b4dbd821cf2d.pdf,DONE,0c325795f5de0557fc8ed283095214e5b967f413ba44ccaaf192b4dbd821cf2d.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
7,W4414145070,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2556890,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2556890?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/584d872eac96f467ac4feb39380c26261c82ad26d87ab0b2d612f5532f8ecde8.pdf,DONE,584d872eac96f467ac4feb39380c26261c82ad26d87ab0b2d612f5532f8ecde8.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
8,W4414067346,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554314,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554314?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/18e1e4c04aef19962d0aee9daf46f83ddf09999b98ef8af1ec59ad374951348e.pdf,DONE,18e1e4c04aef19962d0aee9daf46f83ddf09999b98ef8af1ec59ad374951348e.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
9,W4414067613,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553836,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553836?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/c3ccd55a6b7b591861e28a0eace83a2bd4bf774ed70627316e59e15fcd484166.pdf,DONE,c3ccd55a6b7b591861e28a0eace83a2bd4bf774ed70627316e59e15fcd484166.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
10,W4414038449,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2548648,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2548648?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/b63af9a31eee3a96f7a53233ab795b8d7a3bc405e1f9ca457b18f32964a9775a.pdf,DONE,b63af9a31eee3a96f7a53233ab795b8d7a3bc405e1f9ca457b18f32964a9775a.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
11,W4414035849,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2556619,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2556619?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/f50eed65c68bfba47c86b5403ff431930bb9c41f233983e34c2bcd0230d2cde3.pdf,DONE,f50eed65c68bfba47c86b5403ff431930bb9c41f233983e34c2bcd0230d2cde3.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
12,W4414038407,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554317,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554317?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/402bbac31c783fd8117e0022b836605f7d24b2a715a170619035ff557d67fd02.pdf,DONE,402bbac31c783fd8117e0022b836605f7d24b2a715a170619035ff557d67fd02.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
13,W4414038447,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2552356,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2552356?needAccess=true"", ""https://upcommons.upc.edu/bitstreams/9073adfb-97b7-4309-a441-baa99176513b/download""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/98f0b7467ab19456b53bdc4b922f382e60ef0270773edd7a4bcbfd40da63a6fe.pdf,DONE,98f0b7467ab19456b53bdc4b922f382e60ef0270773edd7a4bcbfd40da63a6fe.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
14,W4414040125,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554953,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554953?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/498769f3cfdf6cd98733853356584c5a74cc251a95c23eae6dc51b1a7e3afdf3.pdf,DONE,498769f3cfdf6cd98733853356584c5a74cc251a95c23eae6dc51b1a7e3afdf3.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
15,W4413992222,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553004,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553004?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/855733a69b168f5bb0fd6d552d0245038a166267bcb7f7bb5f20bd50f59417e1.pdf,DONE,855733a69b168f5bb0fd6d552d0245038a166267bcb7f7bb5f20bd50f59417e1.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
16,W4413991901,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553008,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553008?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/7ceb413c32985491619bf29e8a65d2b5a1504a95783f8385090e17ec0add47dd.pdf,DONE,7ceb413c32985491619bf29e8a65d2b5a1504a95783f8385090e17ec0add47dd.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
17,W4413952349,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553835,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553835?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/38b469dd42941c9ca9d49630c2c715b773385e53d946aef169c34eb67e4f7884.pdf,DONE,38b469dd42941c9ca9d49630c2c715b773385e53d946aef169c34eb67e4f7884.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
18,W4413968463,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554951,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554951?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/de54039dd3a3817434f5e1198ae70513b7d0c065ce9577b04e65e57687a6e786.pdf,DONE,de54039dd3a3817434f5e1198ae70513b7d0c065ce9577b04e65e57687a6e786.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
19,W4413955154,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554320,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554320?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/974aea0877be10e23a0070394272625f6151944cc213f546fca931c2cc737f13.pdf,DONE,974aea0877be10e23a0070394272625f6151944cc213f546fca931c2cc737f13.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
20,W4413949165,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554330,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554330?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/507eabea70b8eb23c8f7cfdd73a8f046108c7123bd8fe6c7877d937f43645044.pdf,DONE,507eabea70b8eb23c8f7cfdd73a8f046108c7123bd8fe6c7877d937f43645044.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
21,W4413968299,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2534157,2025,"{""pdf_links"": [""https://hv.diva-portal.org/smash/get/diva2:2001198/FULLTEXT01"", ""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2534157?needAccess=true""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
22,W4413910107,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554318,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554318?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/bbb783c46553c22ec4b32c76c46d749a791277b66c701f07d4a520da33860d6c.pdf,DONE,bbb783c46553c22ec4b32c76c46d749a791277b66c701f07d4a520da33860d6c.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
23,W4413922226,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553962,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553962?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/3ab997a515b2297c0b480e5d6a66e855bb58bfc86f177996fc7ad64e8e488d00.pdf,DONE,3ab997a515b2297c0b480e5d6a66e855bb58bfc86f177996fc7ad64e8e488d00.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
24,W4413878801,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553830,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553830?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/e3ddfce283a9f58ca2916d779ef27c69d186dbf6343e0bb12272a3c6e0755d2e.pdf,DONE,e3ddfce283a9f58ca2916d779ef27c69d186dbf6343e0bb12272a3c6e0755d2e.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
25,W4413901149,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2508216,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2508216?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/013cf1e755848fd4a556ac5d0c64095096d97506929b3dd352a709972babdf46.pdf,DONE,013cf1e755848fd4a556ac5d0c64095096d97506929b3dd352a709972babdf46.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
26,W4413885254,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553006,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553006?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/cc0933ed184e1f1112bce263c838f0d9db4390d5d2ee2e0aca8b6ff303714f38.pdf,DONE,cc0933ed184e1f1112bce263c838f0d9db4390d5d2ee2e0aca8b6ff303714f38.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
27,W4413895071,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2546125,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2546125?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/1a51a268c360cc681b26b5398ee025b8a155600020e44149132045f763bb0ef9.pdf,DONE,1a51a268c360cc681b26b5398ee025b8a155600020e44149132045f763bb0ef9.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
28,W4413849259,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553005,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553005?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/436f5b23a2df4351f04ca3fece6945743bb0891a5ecd729119284ea6f3008aeb.pdf,DONE,436f5b23a2df4351f04ca3fece6945743bb0891a5ecd729119284ea6f3008aeb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
29,W4413842738,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553829,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553829?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/42a4c34daf32da82c374f5e8293539ac4170a2dbaec59b5e7f6e7d7e60d70254.pdf,DONE,42a4c34daf32da82c374f5e8293539ac4170a2dbaec59b5e7f6e7d7e60d70254.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
30,W4413846048,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2552357,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2552357?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ac20fd36d11bdef2fe77ecdc551309cd6ae3f32c282846411547da985807a606.pdf,DONE,ac20fd36d11bdef2fe77ecdc551309cd6ae3f32c282846411547da985807a606.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
31,W4413846418,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2548097,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2548097?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/4692e1a7751bfc414240e808b5f9b1b59601c7743d8874f1734166994a5a9797.pdf,DONE,4692e1a7751bfc414240e808b5f9b1b59601c7743d8874f1734166994a5a9797.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
32,W4413842704,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2552581,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2552581?needAccess=true"", ""https://da.lib.kobe-u.ac.jp/da/kernel/0100498989/0100498989.pdf""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/df0637b79b374a7807d82b37564c0b5519adcb4a4d8c57835047bff385fad266.pdf,DONE,df0637b79b374a7807d82b37564c0b5519adcb4a4d8c57835047bff385fad266.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
33,W4413846300,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2554015,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2554015?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/52cb20d21b83c6023992adc345fdfc8a7c8b7e22b6244bee64f32fcd19d23297.pdf,DONE,52cb20d21b83c6023992adc345fdfc8a7c8b7e22b6244bee64f32fcd19d23297.grobid.tei.xml,cog,COGENT EDUCATION,OSF.IO/69YF3||osf.io/69yf3,NA,OSF.IO/69YF3; osf.io/69yf3,NA,TRUE,FALSE,OSF.IO/69YF3; osf.io/69yf3,NA,TRUE,osf.io/69yf3; osf.io/69yf3,NA,TRUE,FALSE,TRUE
34,W4413846653,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553960,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553960?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/0ce28e5a15c8d18d16baa7e05b5669583c7e3611976de16cd2078f1bb075f05b.pdf,DONE,0ce28e5a15c8d18d16baa7e05b5669583c7e3611976de16cd2078f1bb075f05b.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
35,W4413848851,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2551394,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2551394?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/20cfe717eeaf5baa40ea552fea9ce564560b3899cd41659bcff8537eb2ddc35f.pdf,DONE,20cfe717eeaf5baa40ea552fea9ce564560b3899cd41659bcff8537eb2ddc35f.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
36,W4413849018,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2552358,2025,"{""pdf_links"": [""https://oro.open.ac.uk/105918/1/105918.pdf"", ""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2552358?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/607782e9b138b44f9cd2eb8c9f375c644df311a624f23eacf1241e625bfc3cbd.pdf,DONE,607782e9b138b44f9cd2eb8c9f375c644df311a624f23eacf1241e625bfc3cbd.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
37,W4413812334,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2549789,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2549789?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/b02c0b985d2b0713676cf95f65136ff0eb0d407755f2ff5436f5749a5c93f438.pdf,DONE,b02c0b985d2b0713676cf95f65136ff0eb0d407755f2ff5436f5749a5c93f438.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
38,W4413819281,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553414,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553414?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/d429868f68915831dd8ae054d0acf3cb0d3ff3d8864711986b216ef5d4d73273.pdf,DONE,d429868f68915831dd8ae054d0acf3cb0d3ff3d8864711986b216ef5d4d73273.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
39,W4413781195,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2551898,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2551898?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/85f829b7025c25431bd29ae40001efd25e95e0304613fa957ccea0ce1cf6610c.pdf,DONE,85f829b7025c25431bd29ae40001efd25e95e0304613fa957ccea0ce1cf6610c.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
40,W4413777167,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2553007,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2553007?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/73e7acee9c3436db7bec0d5a3cb768381ba4a4c3d0ae42fec796319d48c4010e.pdf,DONE,73e7acee9c3436db7bec0d5a3cb768381ba4a4c3d0ae42fec796319d48c4010e.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
41,W4413781370,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2551177,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2551177?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/0d6c7b6579316dc038e887909aa19340caee074f5a079de7039e805ef7780d5f.pdf,DONE,0d6c7b6579316dc038e887909aa19340caee074f5a079de7039e805ef7780d5f.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
42,W4413781481,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2549790,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2549790?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/e9d9ee2f0b864fc024b59abd7ec35a25385d0ae4824eedf671c060730ae239a9.pdf,DONE,e9d9ee2f0b864fc024b59abd7ec35a25385d0ae4824eedf671c060730ae239a9.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
43,W4413636315,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2549788,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2549788?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ba6dceab6fa14c82d718b972a8ce24bcf56d5e0c5b23cf7e2f3a00cacbb4d298.pdf,DONE,ba6dceab6fa14c82d718b972a8ce24bcf56d5e0c5b23cf7e2f3a00cacbb4d298.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
44,W4413660878,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2549514,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2549514?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/1b7575bf13c793d6262aff6a46653c388a5a9f89d7f2f7b737403f5e1ce8cd50.pdf,DONE,1b7575bf13c793d6262aff6a46653c388a5a9f89d7f2f7b737403f5e1ce8cd50.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
45,W4413680475,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2551175,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186X.2025.2551175?needAccess=true""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/b1b5d52e6eb048d5b711fa252f687c1ec798d1adf871708b01be4451953a6df6.pdf,DONE,b1b5d52e6eb048d5b711fa252f687c1ec798d1adf871708b01be4451953a6df6.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
