...1,openalex_id,journal_id,journal_name,doi,publication_year,oa_urls,pdf_download_status,pdf_local_path,tei_process_status,tei_local_path,journal_short,journal_long,osf_links,git_links,osf_links_raw,git_links_raw,has_osf,has_git,all_osf_links,all_git_links,has_any_link,all_osf_links_clean,all_git_links_clean,second_trial_osf,second_trial_git,second_trial_any_link
2065,W4415719258,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2579346,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2579346""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ac5d13e1d56a160ff624c7bf4a9284633916f4be548ac843645560a633218766.pdf,DONE,ac5d13e1d56a160ff624c7bf4a9284633916f4be548ac843645560a633218766.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2066,W4415668802,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2579344,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2579344""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/4c591a07f8c469654880306273eeab1580ad6dbd505341c9e4fbf6b8e518628e.pdf,DONE,4c591a07f8c469654880306273eeab1580ad6dbd505341c9e4fbf6b8e518628e.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2067,W4415668948,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577678,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2577678""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/36df3ea35b5ac92f01c74e67f14c670e33f145275d5a55c3172cdd603f9720b0.pdf,DONE,36df3ea35b5ac92f01c74e67f14c670e33f145275d5a55c3172cdd603f9720b0.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2068,W4415623229,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577903,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2577903""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/f71b3499982f4c3b6a36dde7f33718bbf73d572cc4b1493e4dbc98192678622b.pdf,DONE,f71b3499982f4c3b6a36dde7f33718bbf73d572cc4b1493e4dbc98192678622b.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2069,W4415642395,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2579714,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2579714""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/19765a30d05ca9ad799dff07f2e0c20ffb5de48d03b8f4bc74cabe195c8d37e0.pdf,DONE,19765a30d05ca9ad799dff07f2e0c20ffb5de48d03b8f4bc74cabe195c8d37e0.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2070,W4415642412,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577910,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2577910""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/319b38077841d3d2b89c217f617847c91314f74c6bd3707a994611b2ee2d61eb.pdf,DONE,319b38077841d3d2b89c217f617847c91314f74c6bd3707a994611b2ee2d61eb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2071,W4415643030,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577919,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2577919""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/76459313063981f49cd054bf8f554e3553a661da8b14f9a75c8abd5d736a3d36.pdf,DONE,76459313063981f49cd054bf8f554e3553a661da8b14f9a75c8abd5d736a3d36.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2072,W4415543424,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2576579,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2576579""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/b55c5fa0d6f213f7bbf8147e7f5e049385eda14178dbfc33ea3ad98e165c4ddb.pdf,DONE,b55c5fa0d6f213f7bbf8147e7f5e049385eda14178dbfc33ea3ad98e165c4ddb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2073,W4415546497,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2579717,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2579717""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/73a81b24080c2f6a877408fde7544e26653779bf03c3b898d70f7b9f8add13e5.pdf,DONE,73a81b24080c2f6a877408fde7544e26653779bf03c3b898d70f7b9f8add13e5.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2074,W4415523720,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2571691,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2571691""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/d1ede859be406e54ff6e8ed2e29a5566b45b4d7e69cdc07590d249bfa6e3b9d9.pdf,DONE,d1ede859be406e54ff6e8ed2e29a5566b45b4d7e69cdc07590d249bfa6e3b9d9.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2075,W4415523861,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577491,2025,"{""pdf_links"": [null, ""https://lnu.diva-portal.org/smash/get/diva2:2009175/FULLTEXT01""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2076,W4415479195,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2575547,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2575547""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/f906505ea25561a683df558b27f7807fbb4def297de5e9800b473fd0aaae71e0.pdf,DONE,f906505ea25561a683df558b27f7807fbb4def297de5e9800b473fd0aaae71e0.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2077,W4415479788,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2578371,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2578371""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2078,W4415441914,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2577490,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2577490""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2079,W4415400653,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2576279,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2576279""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2080,W4415381948,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2576448,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2576448""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/820ace160cac3bbce4e440a68a7edbfe0620e44f3ef7d0c7fbaca57e3aa892b4.pdf,DONE,820ace160cac3bbce4e440a68a7edbfe0620e44f3ef7d0c7fbaca57e3aa892b4.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2081,W4415382073,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2572388,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2572388""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/9360c3bdd8aa20ba9f460a72eb5ff38647454538efc3a3c5d29370b970b522d9.pdf,DONE,9360c3bdd8aa20ba9f460a72eb5ff38647454538efc3a3c5d29370b970b522d9.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2082,W4415323723,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2574728,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2574728""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/1c269abb01c0172b549e63c6c87304645139d0fdacdbc0cd9905f8f73e70d30f.pdf,DONE,1c269abb01c0172b549e63c6c87304645139d0fdacdbc0cd9905f8f73e70d30f.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2083,W4415329498,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2571685,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2571685""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/5c1616cbf0ba0a29f53fc0a14bc70634f8b7dc33aac661729d3d8a6c4c3f4bee.pdf,DONE,5c1616cbf0ba0a29f53fc0a14bc70634f8b7dc33aac661729d3d8a6c4c3f4bee.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2084,W4415278059,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2573514,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2573514""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/4597e65db108da78ae74b300c0a37a55ec9ba2c2d772948d7c13150bd3ed3462.pdf,DONE,4597e65db108da78ae74b300c0a37a55ec9ba2c2d772948d7c13150bd3ed3462.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2085,W4415279226,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2574338,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2574338""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/6b9745c038a524fe17a11eb57417a15e52b4e0ce1933685f358fe20f0f8d5b05.pdf,DONE,6b9745c038a524fe17a11eb57417a15e52b4e0ce1933685f358fe20f0f8d5b05.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2086,W4415258530,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2572384,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2572384""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/3640b12962097753a948d5533f25f17968f5b60154c2fa229d3d3ca3e0d9e2ec.pdf,DONE,3640b12962097753a948d5533f25f17968f5b60154c2fa229d3d3ca3e0d9e2ec.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2087,W4415265909,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2563700,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2563700""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/2bc7f9aacf59792da971317cb83f9375e104cfef8a3083c8db540dfc6dd34b36.pdf,DONE,2bc7f9aacf59792da971317cb83f9375e104cfef8a3083c8db540dfc6dd34b36.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2088,W4415224593,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2571683,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2571683""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/fc66b98e8ceca68536dcc456be319728bc22cb761a74588b2747adb8100dbbaf.pdf,DONE,fc66b98e8ceca68536dcc456be319728bc22cb761a74588b2747adb8100dbbaf.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2089,W4415126843,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2569691,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2569691""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/e5469f73a236dc88afe812d34d0be735d842c4a3216284ed8ae6b56b719daf5b.pdf,DONE,e5469f73a236dc88afe812d34d0be735d842c4a3216284ed8ae6b56b719daf5b.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2090,W4415127440,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2572385,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2572385""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/d38e450cd126371c9a754e729d56264893b8b36a07eed2ffaeb09a045da23640.pdf,DONE,d38e450cd126371c9a754e729d56264893b8b36a07eed2ffaeb09a045da23640.grobid.tei.xml,cog,COGENT EDUCATION,OSF.IO/K2SYB,NA,OSF.IO/K2SYB,NA,TRUE,FALSE,OSF.IO/K2SYB,NA,TRUE,osf.io/k2syb,NA,TRUE,FALSE,TRUE
2091,W4415132374,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2559153,2025,"{""pdf_links"": [null, ""https://oro.open.ac.uk/106810/1/106810.pdf""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/6bc3387a44dfe1ea108b41c79ce0b34bb6269acf07939c6cd0160249218ce733.pdf,DONE,6bc3387a44dfe1ea108b41c79ce0b34bb6269acf07939c6cd0160249218ce733.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2092,W4415067115,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2572386,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2572386""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ab8d72b18d38ff9030eedf668f01e686c467afa5e41730c32ec08b70e57a72bb.pdf,DONE,ab8d72b18d38ff9030eedf668f01e686c467afa5e41730c32ec08b70e57a72bb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2093,W4415079555,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2560616,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2560616""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/af07995371b2924a52c561443ce6a9b5f6ce4589e827674be8716fadc8f0d3eb.pdf,DONE,af07995371b2924a52c561443ce6a9b5f6ce4589e827674be8716fadc8f0d3eb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2094,W4414998356,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2569685,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2569685""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/b92e5a7bd800afb9afb5b448b5a42f352b14e1654edeb7150b40a102cdddc44d.pdf,DONE,b92e5a7bd800afb9afb5b448b5a42f352b14e1654edeb7150b40a102cdddc44d.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2095,W4414999870,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2570308,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2570308""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/77255ce64e409a3ab3530fce683994264024e9746424aa82e2e847a471397bc1.pdf,DONE,77255ce64e409a3ab3530fce683994264024e9746424aa82e2e847a471397bc1.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2096,W4414957594,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2568564,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2568564""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/488f718db8c23e86c2d55d944b9c9eab16354bb628815ada7cf774feb018f89e.pdf,DONE,488f718db8c23e86c2d55d944b9c9eab16354bb628815ada7cf774feb018f89e.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2097,W4414900582,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2566985,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2566985""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ed97aaa221344ef11d011e0b3448e513d36dc8fe100135efe6c13a8cf7820e5a.pdf,DONE,ed97aaa221344ef11d011e0b3448e513d36dc8fe100135efe6c13a8cf7820e5a.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2098,W4414855855,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2569134,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2569134""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/5cee3a89aaf9157146263f31457c8cec0138fd5ca30f0cb233463eaa601e0226.pdf,DONE,5cee3a89aaf9157146263f31457c8cec0138fd5ca30f0cb233463eaa601e0226.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2099,W4414861220,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2567735,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2567735""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/5e1eb8328fb4d5e391cbc92e6972c90fb4e5df1b9f80868f8733ecbc3fb3df19.pdf,DONE,5e1eb8328fb4d5e391cbc92e6972c90fb4e5df1b9f80868f8733ecbc3fb3df19.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2100,W4414872605,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2560615,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2560615""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/d673d21a3bc8da34ed37ed623fb2e4aa06e0f02f452aae855816f6305a751756.pdf,DONE,d673d21a3bc8da34ed37ed623fb2e4aa06e0f02f452aae855816f6305a751756.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2101,W4414873638,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2567734,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2567734""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2102,W4414804495,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2564255,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2564255""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2103,W4414779429,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2562659,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2562659""]}",TIMEOUT,NA,PENDING,NA,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2104,W4414804148,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2567738,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2567738""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/41c6404d512af8e948554633ca928e1e33157cf1a21a8315aa02c8e8731d43f9.pdf,DONE,41c6404d512af8e948554633ca928e1e33157cf1a21a8315aa02c8e8731d43f9.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2105,W4414804611,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2563164,2025,"{""pdf_links"": [null, ""https://zaguan.unizar.es/record/163121/files/texto_completo.pdf""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/411885474bfd1a587eeeaef69f4709f702906b4faf9182d86302341ae68efa9f.pdf,DONE,411885474bfd1a587eeeaef69f4709f702906b4faf9182d86302341ae68efa9f.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2106,W4414744800,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2555739,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2555739""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/5bf6ac91c8a9bfa9f3d5f497e56f72760bbb8851dd905ad69fded9e215e8a5f1.pdf,DONE,5bf6ac91c8a9bfa9f3d5f497e56f72760bbb8851dd905ad69fded9e215e8a5f1.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2107,W4414700021,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2563166,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2563166""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/d3a23e0d3a33eeac7f567a4bbd58083dca04d45f1f622f21eccde9335219a9aa.pdf,DONE,d3a23e0d3a33eeac7f567a4bbd58083dca04d45f1f622f21eccde9335219a9aa.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2108,W4414691772,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2564900,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2564900""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/efd12b1b2156d8df8f321dbf2d38ff1e061156321d06edaf6fa8affb12b6fb8b.pdf,DONE,efd12b1b2156d8df8f321dbf2d38ff1e061156321d06edaf6fa8affb12b6fb8b.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2109,W4414699453,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2566893,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2566893""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/ac201274710f2b669b99eede96b002831a149be73d6b39de5ca71e8896abbc39.pdf,DONE,ac201274710f2b669b99eede96b002831a149be73d6b39de5ca71e8896abbc39.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2110,W4414699669,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2561422,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2561422""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/9b8bc871ee09aebd7fc639d4201e345b7fad311f7790291cdbcc0f5c0e6cb18d.pdf,DONE,9b8bc871ee09aebd7fc639d4201e345b7fad311f7790291cdbcc0f5c0e6cb18d.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2111,W4414624420,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2563708,2025,"{""pdf_links"": [""https://www.tandfonline.com/doi/pdf/10.1080/2331186x.2025.2563708""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/318545ae67b1a4180c4f1d80664c13b4013f1f5b4cef3ad325fbad112da586f0.pdf,DONE,318545ae67b1a4180c4f1d80664c13b4013f1f5b4cef3ad325fbad112da586f0.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
2112,W4414614814,S2764918247,Cogent Education,https://doi.org/10.1080/2331186x.2025.2562683,2025,"{""pdf_links"": [null, ""https://pure.amsterdamumc.nl/ws/files/157725042/Evaluating-the-empowerment-of-phd-students-in-online-courses-on-responsible-conduct-of-research.pdf""]}",DONE,/home/jere/projects/open-science-mentions/db/pdfs/23424f9d1a7b10cdbdb439d6b2e1476e4432e0487dcc28399a07b6315f201fdb.pdf,DONE,23424f9d1a7b10cdbdb439d6b2e1476e4432e0487dcc28399a07b6315f201fdb.grobid.tei.xml,cog,COGENT EDUCATION,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
