Source-Opus;Titel;Autoren;Englischer Titel;Urheber (Inst.);sonst. Beteiligte;sonst.bet.Inst.;Autorenversion;Schlagwörter;Schlagwörter englisch;Sprache des 1. Abstracts;1. Abstract;Sprache des 2. Abstracts;2. Abstract;Erstellungsjahr;Dokumentart;DDC-Sachgruppe;Sprache;ISBNs;ISSNs;Quelle;Klassifikationen;Publikationsdatum;URN;DOI;Lizenz;Begutachtungsstatus;Bemerkung;Link auf Nachweis;Link pdf-Dateien
"11850";"Editorial. Schwerpunktthema: Einstellungsforschung zum inklusiven Unterricht";"Schwab, Susanne; Feyerer, Ewald";"";"";"";"";"Originalveröffentlichung";"Inklusion; Schule; Integrative Pädagogik; Integrative Schule; Sonderpädagogik; Einstellung <Psy>; Behinderter; Deutschland; Österreich";"Inclusion; School; Inclusive education; Inclusive school; Disabled person; Handicapped; Germany";"Deutsch";"Die Erforschung von Einstellungen über schulische Inklusion zählt zu den Themen, welche in den letzten Jahrzehnten boomen. [...] Die Entwicklung in Richtung inklusive Schulsysteme stellt für alle Beteiligten sowie für die gesamte Bevölkerung eine Herausforderung dar und ist mitunter auch von positiven Einstellungen abhängig. Das vorliegende Heft versucht der aktuellen Entwicklung Rechnung zu tragen, indem Forschungsergebnisse aus Deutschland und Österreich mit verschiedenen Forschungsdesigns (insbesondere qualitative und quantitative Designs) als auch unterschiedlichen Zielgruppen (Schülerinnen und Schüler, Lehramtsstudierende, Lehrkräfte) in einem Heft zusammengeführt werden. Dadurch eröffnet sich die Möglichkeit ein tieferes Verständnis in Bezug auf die aktuelle Einstellungsforschung zu erlangen. Forschungsbezogene Ideen können identifiziert werden, um die künftige Forschung weiterzuentwickeln. (DIPF/Orig.)";"Deutsch";"";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 3-4";"Pädagogische Teildisziplin: Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118508";10.25656/01:11850;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11850/";"https://www.pedocs.de/volltexte/2016/11850/pdf/ESP_2016_1_Schwab_Feyerer_Editorial.pdf"
"11851";"Konstruktion und empirische Validierung eines Instrumentes zur Erfassung der Einstellungen von Schülerinnen und Schülern gegenüber Peers mit Beeinträchtigung, anderer Herkunft und niedrigem sozioökonomischem Status";"Lindemann, Holger";"Construction and empirical validation of an instrument for measuring attitudes of school pupils towards their peers with disability, of other origin and with low socioeconomic status";"";"";"";"Originalveröffentlichung";"Schüler; Einstellung <Psy>; Behinderter; Soziale Herkunft; Sozioökonomischer Status; Messinstrument; Akzeptanz; Erhebungsinstrument; Integrative Schule; Inklusion; Sekundarbereich; Reliabilität; Validität; Faktorenanalyse; Empirische Untersuchung; Deutschland";"Pupil; Pupils; Disabled person; Handicapped; Social origin; Socio-economic status; Socioeconomic status; Measurement instrument; Acceptance; Mail surveys; Inclusive education; Inclusive school; Inclusion; Secondary education; Reliability; Factor analysis; Empirical study; Germany";"Deutsch";"Aktuelle Instrumente zur Erfassung der Einstellungen gegenüber Peers mit Beeinträchtigung differenzieren nicht zwischen verschiedenen Formen von Beeinträchtigung. Sie berücksichtigen nicht, was die befragten Schülerinnen und Schüler unter Beeinträchtigung verstehen. Des Weiteren messen sie auch keine Einstellungen gegenüber anderen Personengruppen, wie Peers anderer Herkunft, oder aus schwierigen sozioökonomischen Verhältnissen. Es wurde ein Instrument konstruiert, das die Einstellungen gegenüber unterschiedlichen Personengruppen differenziert erfassen soll. Berichtet werden die Ergebnisse einer Untersuchung mit 428 Schülerinnen und Schülern der Klassenstufen 5 bis 10. Die zur Erfassung der Einstellungen gegenüber verschiedenen Personengruppen formulierten Items wurden in einer zufallsgenerierten Teilstichprobe explorativ auf ihre Faktorenstruktur hin untersucht (EFA). Anhand der zweiten Teilstichprobe wurde eine konfirmatorische Faktorenanalyse (KFA) zur Kreuzvalidierung des explorativ erstellten Modells durchgeführt. Die Untersuchung ergab eine dreifaktorielle Struktur, mit Skalen zu „Einstellungen zu Peers mit Beeinträchtigung“ (Faktor 1), „Einstellungen zu Peers anderer Herkunft“ (Faktor 2) und „Einstellungen zu Peers mit schwierigem sozioökonomischem Hintergrund“ (Faktor 3). Berichtet werden die Ergebnisse der Faktoren-, Reliabilitäts- und Validitätsanalysen. (DIPF/Orig.)";"Englisch";"Current instruments for measuring the attitudes towards peers with disabilities do not differentiate between different forms of handicap. They also don’t ask after the students understanding of disability. In addition, they don’t measure the attitudes towards other groups, such as peers of other origins, or from difficult socio-economic conditions. An instrument was designed to measure differentiated attitudes towards diverse groups of peers. Reported are the results of a study with 428 students from grades 5 to 10. In a randomized subsample the items constructed to measure the attitudes towards different groups of peers underwent an Exploratory Factor Analysis (EFA). On the basis of the second subsample a Confirmatory Factor Analysis (CFA) was conducted for a cross-validation of the model that was created in the EFA. Reported are the results of both factor analyzes and thereon based analyzes of variance. The study revealed a structure with three factors: „Attitudes towards peers with disabilities“ (factor 1), „Attitudes towards peers of other origins“ (factor 2) and „Attitudes towards peers with difficult socio-economic background“ (factor 3). Reported are the results of the different factor analyses, the analyses of reliability and validity. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 5-21";"Pädagogische Teildisziplin: Schulpädagogik; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118512";10.25656/01:11851;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11851/";"https://www.pedocs.de/volltexte/2016/11851/pdf/ESP_2016_1_Lindemann_Konstruktion_und_empirische_Validierung.pdf"
"11852";"Konstruktion und Validierung eines Einstellungsfragebogens zu Inklusion für Lehrkräfte (EFI-L)";"Seifried, Stefanie; Heyl, Vera";"Construction and validation of a questionnaire on attitudes towards inclusion for teachers";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Schule; Lehrer; Allgemein bildende Schule; Sonderschule; Grundschule; Weiterführende Schule; Fragebogen; Validität; Fragebogenerhebung; Deutschland";"Inclusion; School; Teacher; General education school; School for the handicapped; Special needs school; Special school; Elementary School; Primary school; Primary school lower level; Questionnaire; Questionnaire survey; Germany; Inclusive education; Inclusive school";"Deutsch";"Im vorliegenden Beitrag wird die Konstruktion und Validierung des „Einstellungsfragebogens zu Inklusion für Lehrkräfte“ (EFI-L) dargestellt. Ziel der Studie war es, einen Fragebogen für Lehrkräfte zu erstellen, der sowohl die kognitive als auch die behaviorale sowie die affektive Komponente der Einstellung zu Inklusion abbildet und dabei schüler- sowie lehrerbezogene Einstellungen berücksichtigt. Die Validierung des Instruments wurde an einer Stichprobe von n=652 Lehrkräften an Grund-, Sonder- und weiterführenden Schulen vorgenommen. Über eine Hauptkomponentenanalyse sowie eine konfirmatorische Faktorenanalyse (Strukturgleichungsmodellierung) konnte eine dreifaktorielle Struktur identifiziert werden, die die beiden schülerbezogenen Faktoren „Fachliche Förderung im inklusiven Unterricht“ und „Soziale Inklusion im Unterricht“ umfasst sowie den lehrerbezogenen Faktor „Persönliche Bereitschaft zu inklusivem Unterricht“. Die Faktoren bilden sowohl kognitive als auch behavioral-affektive Komponenten der Einstellung ab. (DIPF/Orig.)";"Englisch";"This paper describes the construction and validation of the “Questionnaire on Attitudes towards Inclusion for Teachers”. The study aims to develop a questionnaire for teachers that comprises cognitive, behavioral, as well as affective components of attitudes towards inclusion and at the same time considers student- and teacher-focused attitudes. Validation was conducted based on data from n=652 primary school, secondary school, and special education teachers. Principal component analysis and confirmatory factor analysis (structural equation modeling) identified a three-dimensional structure involving two student-focused factors, i.e., “Promoting academic competencies in inclusive classrooms” and “Social inclusion in school”, and the teacher-focused factor “Individual readiness for inclusive education”. The factors represent cognitive and behavioral-affective attitude components. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 22-35";"Pädagogische Teildisziplin: Schulpädagogik; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118527";10.25656/01:11852;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11852/";"https://www.pedocs.de/volltexte/2016/11852/pdf/ESP_2016_1_Seifried_Heyl_Konstruktion_und_Validierung.pdf"
"11853";"Entwicklung und Validierung eines Online-Surveys zur Erhebung von Kompetenzen und Einstellungen von Lehrkräften bezüglich der Inklusion";"Przibilla, Bodo; Lauterbach, Alexandra; Boshold, Frederik; Linderkamp, Friedrich; Krezmien, Michael";"Development and validation of an online-survey to assess inclusive competence and attitudes of teachers";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Lehrer; Erhebungsinstrument; Online; Survey; Integrative Schule; Pädagogische Kompetenz; Schule; Validität; Reliabilität; Interview; Deutschland";"Inclusion; Teacher; Mail surveys; On line; Inclusive education; Inclusive school; School; Reliability; Germany";"Deutsch";"Inklusiver Unterricht konfrontiert Lehrpersonen mit neuen und komplexen Herausforderungen, zu deren Bewältigung positive Einstellungen und professionelle Kompetenzen zentrale Ressourcen darstellen. Vorliegende Erhebungsinstrumente zu ausgewählten Einstellungsaspekten sind mehrheitlich methodisch eindimensional konzipiert, handlungsleitendes Wissen und Kompetenzen werden nicht ausreichend berücksichtigt. Der Beitrag dokumentiert die Entwicklung und Validierung eines mixed-method Online-Fragebogens zur Erhebung der Einstellungen und Kompetenzen von Lehrkräften zur Inklusion. Zur Überprüfung der inhaltlichen Validität sowie der Testnebengütekriterien wurden kognitive Interviews mit 12 Lehrpersonen geführt und inhaltsanalytisch ausgewertet. Zur Reliabilitätsprüfung wurde das Instrument an einer Stichprobe von N = 77 Lehrpersonen pilotiert und statistisch analysiert. Die Ergebnisse belegen gute Reliabilitätskennwerte sowie eine inhaltlich valide, drei-dimensionale Faktorenstruktur. Die Aussagen der Interviewpartner lieferten eine hochwertige Datengrundlage zur empirisch-begründeten Revision des Instruments hinsichtlich Item-Formulierung, Antwortformate und Online-Präsentation. (DIPF/Orig.)";"Englisch";"Inclusive Education signifies new and complex challenges for teachers. To meet these challenges favorable attitudes and professional competencies are essential requirements. Current instruments focusing on specific attitude aspects are constructed methodologically one-dimensional. Practice related knowledge and competencies are taken into account insufficiently. The paper presents the generation and validation of a mixed-method Online-Questionnaire for measuring attitudes and competencies of teachers regarding inclusion. To access content validity and a high methodological quality, cognitive interviews with 12 teachers were run and analyzed using content-analysis. For reliability analysis the instrument was piloted in a sample of N =77 teachers. Statistical analyzis show high reliability scores and a valid, three dimensional factor structure. The statements of the interviewees provide detailed and sophisticated data for empirical revisions of the instrument regarding question-wording, response-format and online-presentation. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 36-53";"Pädagogische Teildisziplin: Schulpädagogik; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118534";10.25656/01:11853;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11853/";"https://www.pedocs.de/volltexte/2016/11853/pdf/ESP_2016_1_Przibilla_ua_Entwicklung_und_Validierung.pdf"
"11854";"Einstellung zu Inklusion? Implikationen aus Sicht qualitativer Forschung im Kontext der Entwicklung inklusiver Schulen";"Gasterstädt, Julia; Urban, Michael";"Attitudes to inclusion? Implications from the perspective of qualitative research in the context of the development of inclusive schools";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Integrative Schule; Affektive Entwicklung; Soziale Entwicklung; Erziehungshilfe; Lehrer; Forschungsstand; Schulentwicklung; Empirische Forschung";"Inclusion; Inclusive education; Inclusive school; Affective development; Social change; Social development; Voluntary supervision; Teacher; School development; Empirical research";"Deutsch";"Die Einstellung zu Integration oder Inklusion wird als wichtiger Faktor im Kontext der Entwicklung inklusiver Schulen betrachtet. Insbesondere die Einstellung von Lehrkräften zu Integration oder Inklusion wird auf Grund der Annahme untersucht, dass sie Einfluss auf das Handeln der Lehrkräfte habe. Der vorliegende Beitrag beschäftigt sich mit der Frage, welches Erkenntnispotenzial durch die Forschung über Einstellung zu Inklusion oder Integration eröffnet wird. Dazu wird zunächst der Forschungsstand bezogen auf konzeptionell ungeklärte Aspekte untersucht. Anschließend werden Ergebnisse aus dem Forschungsprojekt „Sozial-emotionale Entwicklung und schulische Erziehungshilfe – Ausdifferenzierung von Handlungsformen und reflexiven Strukturen in inklusiven Schulen“ hinzugezogen, um auf Basis dieser qualitativ-explorativ angelegten Studie alternative Zugänge zu Einstellungen und deren Bedeutung für die Realisierung eines inklusiven Schulsystems zu skizzieren. (DIPF/Orig.)";"Englisch";"Based on the assumption that the attitudes towards integration or inclusion impact on the behavior of teachers, attitudes are considered as an important factor for the development of inclusive schools. This article is going to discuss the question, what insights the research on attitudes to integration or inclusion can or cannot give us. First, we will summarize with a critical view the state of research on attitudes towards integration or inclusion in the context of inclusive schools to then identify those issues that have not been sufficiently addressed and conceptualized so far. Second, we will consult findings of the qualitative research project “Social-emotional Development and educational Support in Schools – Differentiation of Forms of Action and reflexive Structures in inclusive Schools”. On the basis of these findings we will propose and discuss an alternative analytical approach to the study of attitudes and their meaning for the development of inclusive practices in schools. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 54-66";"Pädagogische Teildisziplin: Schulpädagogik; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118547";10.25656/01:11854;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11854/";"https://www.pedocs.de/volltexte/2016/11854/pdf/ESP_2016_1_Gasterstaedt_Urban_Einstellung_zu_Inklusion.pdf"
"11855";"Einstellungen und Motivation von Lehramtsstudentinnen und -studenten in Bezug auf den inklusiven Unterricht in der Grundschule. Ein Vergleich zwischen Deutschland und Österreich";"Hellmich, Frank; Görel, Gamze; Schwab, Susanne";"Pre-service teachers’ attitudes and motivation in relation to inclusive education in primary school. A comparison between Germany and Austria";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Lehrer; Lehramtsstudent; Lehrerausbildung; Integrative Schule; Selbstwirksamkeit; Motivation; Internationaler Vergleich; Deutschland; Österreich";"Inclusion; Teacher; Student teachers; Teacher education; Teacher training; Inclusive education; Inclusive school; Self efficacy; Cross-national comparison; International comparison; Germany";"Deutsch";"In Folge der Ratifizierung der UN-Konvention über die Rechte von Menschen mit Behinderungen durch die deutschsprachigen Länder ergeben sich an verschiedenen Stellen in den Bildungssystemen Herausforderungen, die es zukünftig mit dem Blick auf die Gestaltung inklusiver Bildungsprozesse erfolgreich zu bewältigen gilt. Im Besonderen stellt sich gegenwärtig die Frage nach effizienten Möglichkeiten der Ausbildung angehender Lehrerinnen und Lehrer für inklusive Schulen. In unserer Studie untersuchen wir einerseits Unterschiede in Einstellungen zur Inklusion, Selbstwirksamkeitsüberzeugungen, Motivation sowie Erfahrungen aus dem integrativen bzw. inklusiven Unterricht im Rahmen von Schulpraktika zwischen Lehramtsstudentinnen und -studenten mit dem Studienschwerpunkt Grundschule aus Deutschland (N=765) und Österreich (N=519). Die Ergebnisse geben Hinweise darauf, dass die österreichischen Studentinnen und Studenten über signifikant positivere Einstellungen zur Inklusion sowie über signifikant höhere Selbstwirksamkeitsüberzeugungen in Bezug auf die zukünftige Gestaltung inklusiven Unterrichts verfügen als die deutschen Studentinnen und Studenten. Darüber hinaus wird anhand von Strukturgleichungsmodellen deutlich, dass sich Einstellungen zur Inklusion in beiden Stichproben über die Selbstwirksamkeitsüberzeugungen sowie über die Erfahrungen mit inklusivem Unterricht aus Schulpraktika bei den Studentinnen und Studenten erklären lassen. Die Motivation, sich im Studium mit inklusionspädagogischen Fragestellungen zu beschäftigen, wird in beiden Stichproben über die Einstellungen zur Inklusion vorhergesagt. (DIPF/Orig.)";"Englisch";"The ratification of the UN-Convention on the Rights of Persons with Disabilities by the Germanspeaking countries leads to challenges in the educational systems. In particular, this concerns effective ways of elaborating inclusive learning processes on the one hand and creating opportunities for a systematic training of teachers for inclusive schools on the other hand. In this study, we investigate differences in attitudes towards inclusion, self-efficacy beliefs, motivation and experiences in joint education of children with and without special needs between pre-service teachers from Germany (N=765) and Austria (N=519). The results show that the Austrian students have significantly more positive attitudes towards inclusion and significantly higher selfefficacy beliefs in terms of the elaboration of inclusive learning than the German students. The results from structural equation modelling illustrate the importance of self-efficacy beliefs and experiences in joint education of children with and without special needs regarding the pre-service teachers’ attitudes towards inclusive education. In both samples pre-service teachers’ motivation to engage in inclusive educational issues during their studies are predicted by their attitudes towards inclusive education. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 67-85";"Pädagogische Teildisziplin: Interkulturelle und International Vergleichende Erziehungswissenschaft; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118552";10.25656/01:11855;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11855/";"https://www.pedocs.de/volltexte/2016/11855/pdf/ESP_2016_1_Hellmich_ua_Einstellungen_und_Motivation.pdf"
"11856";"Einstellungen und inklusionsbezogene Selbstwirksamkeitsüberzeugungen von Lehramtsstudierenden und Lehrpersonen im Berufseinstieg. Messverfahren und Befunde aus einem Mixed-Methods-Design";"Hecht, Petra; Niedermair, Claudia; Feyerer, Ewald";"Teachers’ efficacy of student teachers and novice teachers to implement inclusive practices as a question of research methods. Results from a mixed-methods design";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Lehrer; Lehramtsstudent; Selbstwirksamkeit; Professionalisierung; Pädagogische Kompetenz; Fragebogenerhebung; Gruppendiskussion; Österreich";"Inclusion; Teacher; Student teachers; Self efficacy; Professionalization; Questionnaire survey; Group discussion; Austria";"Deutsch";"Im folgenden Beitrag werden Messverfahren und ausgewählte Befunde aus dem Forschungsprojekt „Einstellungen und Kompetenzen von LehramtsstudentInnen und LehrerInnen für die Umsetzung inklusiver Bildung“ (2011 – 2013) diskutiert. Die Studie zweier pädagogischer Hochschulen aus Österreich war im Kontext einer Neuausrichtung der Studienarchitektur zur Bildung von Pädagoginnen und Pädagogen angesiedelt. Im Zentrum standen hochschuldidaktische Faktoren, die den Aufbau von Einstellungen und Selbstwirksamkeitsüberzeugungen zur Umsetzung inklusiver Bildung begünstigen. In einem Mixed-Methods-Design (N=1532) wurden diese mit zwei Skalen erfasst, die erstmalig im deutschen Sprachraum zur Anwendung kamen. Ergänzend zur quantitativen Erhebung erfolgte die Erfassung qualitativer Daten mittels Gruppendiskussionen. Es zeigte sich, dass die Studierenden über eher befürwortende Einstellungen und hohe inklusive Selbstwirksamkeitsüberzeugungen verfügen, die sich im Zuge der Ausbildung positiv verändern. Die Gruppendiskussionen erlauben vertiefende Einblicke, sodass bestätigende, aber auch abweichende Befunde zu berichten sind. (DIPF/Orig.)";"Englisch";"This paper examines sentiments, attitudes and self-efficacy beliefs of prospective and in-service teachers to implement inclusive education. The study is based on a mixed methods design, which included a questionnaire study and group discussions. As part of the study the questionnaire was translated from English into German. The Data indicate that the students show rather positive attitudes and largely high teacher efficacy beliefs. In addition they experienced positive changes in the course of their teacher education. Group discussions provide a range of further insights and contribute to identify factors of attitudes and teacher efficacy beliefs to implement inclusive education. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 86-102";"Pädagogische Teildisziplin: Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118568";10.25656/01:11856;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11856/";"https://www.pedocs.de/volltexte/2016/11856/pdf/ESP_2016_1_Hecht_ua_Einstellungen_und_inklusionsbezogene.pdf"
"11857";"Die Entwicklung der Einstellung zum inklusiven Lernen und der Selbstwirksamkeit von Grundschullehrkräften";"Bosse, Stefanie; Henke, Thorsten; Jäntsch, Christian; Lambrecht, Jennifer; Vock, Miriam; Spörer, Nadine";"The development of inclusive attitudes and self-efficacy of primary school teachers";"";"";"";"Originalveröffentlichung";"Inklusion; Einstellung <Psy>; Lehrer; Selbstwirksamkeit; Einflussfaktor; Grundschule; Fragebogenerhebung; Empirische Untersuchung; Deutschland";"Inclusion; Teacher; Self efficacy; Elementary School; Primary school; Primary school lower level; Questionnaire survey; Empirical study; Germany";"Deutsch";"Die vorliegende Studie fokussierte die längsschnittliche Entwicklung der Einstellung zum inklusiven Lernen und der Selbstwirksamkeit von Grundschullehrkräften sowie die Prädiktion des Belastungserlebens durch diese beiden Konstrukte. Hierfür wurden Daten von N = 321 Grundschullehrkräften zu drei Messzeitpunkten per Onlinefragebogen erhoben. Zur Prüfung der Zusammenhänge wurden lineare Strukturgleichungsmodelle gerechnet. Es zeigte sich, dass die Messeigenschaften beider Konstrukte über die Zeit vergleichbar waren und die Stabilität der Konstrukte über die Zeit hoch ausfiel. Darüber hinaus wurden keine bedeutsamen kreuzverzögerten Effekte der Selbstwirksamkeit auf die Einstellung ermittelt. Gleichwohl ergaben die Analysen statistisch bedeutsame prädiktive Effekte der Einstellung auf die unterrichtsbezogenen Belastungen. Je positiver die Einstellung, desto weniger Belastungen wurden berichtet. Hinsichtlich der Selbstwirksamkeit blieb der prädiktive Effekt auf die Belastung aus. (DIPF/Orig.)";"Englisch";"The present study investigated the longitudinal development of attitudes towards inclusive education and self-efficacy of primary school teachers. Furthermore, it analyzed if attitudes as well as self-efficacy predict teachers’ experience of stress. Therefore, at three measurement points N = 321 primary school teachers completed an online-questionnaire. Structural equation models and a latent autoregressive model were applied for the statistical analysis. Measurement invariance could be determined for both the attitude and the self-efficacy scale. Results showed a high stability of both attributes. However, no cross-lagged effects were found. Finally, inclusive attitudes had statistically significant predictive effects on the experience of stress. In this sense, a more positive attitude was associated with less perceived stress. With regard to self-efficacy, no predictive effect on the experience of stress was found. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 1, S. 103-116";"Pädagogische Teildisziplin: Schulpädagogik; Sonderpädagogik";"08.03.2016";"urn:nbn:de:0111-pedocs-118570";10.25656/01:11857;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/11857/";"https://www.pedocs.de/volltexte/2016/11857/pdf/ESP_2016_1_Bosse_ua_Die_Entwicklung_der_Einstellung.pdf"
"12300";"Wie lässt sich Klassenführungsexpertise messen? Überprüfung eines videobasierten Erhebungsinstruments für Lehrkräfte unter Anwendung der Generalisierbarkeitstheorie";"Casale, Gino; Strauß, Sarah; Hennemann, Thomas; König, Johannes";"How can classroom management expertise be measured? An examination of a video-based assessment for teachers using generalizability theory";"";"";"";"Originalveröffentlichung";"Lehrer; Kompetenz; Klassenführung; Kompetenzmessung; Videoaufzeichnung; Test; Testkonstruktion; Erhebungsinstrument; Evaluation; Reliabilität; Validität; Verallgemeinerung; Theorie";"Teacher; Competency; Classroom techniques; Competency measurement; Skills measurement; Skills measurements; Mail surveys; Reliability; Theory";"Deutsch";"Klassenführungsexpertise stellt ein wesentliches Merkmal der professionellen Kompetenz von Lehrkräften dar und geht mit positiven Wirkungen sowohl hinsichtlich der Qualität des Unterrichts als auch im Kontext sonderpädagogischer Förderung einher. Um kognitive Anforderungsdimensionen von Klassenführungsexpertise zu erfassen, wurde ein Testverfahren entwickelt, das anhand von 4 Videovignetten und 27 Items die Genauigkeit der Wahrnehmung (1), die holistische Wahrnehmung (2) und die Rechtfertigung einer Handlung (3) als situationsspezifische Eigenschaften von Klassenführungsexpertise misst. In der vorliegenden Generalisierbarkeitsstudie wurde unter Verwendung einer Stichprobe (n=188) von Lehramtsstudierenden, Referendaren und Referendarinnen sowie berufstätigen Lehrpersonen den Fragen nachgegangen, (a) wieviel Varianz auf die verschiedenen Facetten (Personen, Videos, Items) zurückzuführen ist sowie b) ob sich die Generalisierbarkeit der Befunde durch eine höhere Anzahl an Videovignetten verbessern lässt. Die Ergebnisse zeigen erwartungskonform, dass der Großteil der erklärbaren Varianz auf die Items (22%) zurückzuführen ist. Die Videovignetten (0.54%) bzw. die Interaktion der Videos mit den Personen (1.77%) erklären hingegen nur einen marginalen Varianzanteil. Es bleibt ein großer Anteil nicht aufzuklärender Residualvarianz (66%). Der Generalisierbarkeitskoeffizient liegt mit Ep2=.75 im zufriedenstellenden Bereich und lässt sich durch eine höhere Anzahl an Videos nur geringfügig steigern (Ep2=.84 bei 10 Videos). Die Ergebnisse weisen darauf hin, dass die gewählten Videovignetten eine repräsentative Auswahl an Unterrichtssituationen darstellen, eine höhere Anzahl an Videos aus ökonomischen Gründen jedoch nicht zu empfehlen ist. (DIPF/Orig.)";"Englisch";"Classroom Management Expertise (CME) is a substantial feature of teachers’ professional competence. A high level of CME has positive effects on both the quality of teaching and the success of special education interventions. To measure 3 cognitive demands of CME (accuracy of perception, holistic perception, justification of action), a test consisting of 4 video clips and 27 items was developed. In this generalizability study, we used a sample (n=188) of undergraduate student teachers, graduate student teachers and trained teachers to analyze a) how much of the variance can be attributed to various factors (person, video, item) and b) the number of video clips we need for a good generalizability. Most of the variance is attributable to the items (22%). Only a marginal amount of variance is attributable to the video clips (0.54%) and to the videos’ interaction effect with the persons (1.77%). A large amount of residual variance remains unexplainable (66%). The generalizability coefficient reaches an acceptable value of Ep2=.75, while there is just a slight increase of the G coefficient when more clips are used (Ep2=.84 for 10 lips). Our results underline the generalizability of the video clips used in the test. Thus from a cost-benefit perspective, the use of a larger number video clips is not recommended. (DIPF/Orig.)";"2016";"Aufsatz (Zeitschrift)";"370";"ger";"";"1869-4845";"Empirische Sonderpädagogik 8 (2016) 2, S. 119-139";"Pädagogische Teildisziplin: Empirische Bildungsforschung; Schulpädagogik";"13.07.2016";"urn:nbn:de:0111-pedocs-123007";10.25656/01:12300;"Deutsches Urheberrecht";Peer-Review;"";"https://www.pedocs.de/volltexte/2016/12300/";"https://www.pedocs.de/volltexte/2016/12300/pdf/ESP_2016_2_Casale_et_al_Wie_laesst_sich_Klassenfuehrungsexpertise.pdf"
